RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,
6970,502.9385,43,1,2,2,1,3,10,
17942,568.0376,42,2,4,3,2,4,6,
22333,145.0919,68,1,1,4,5,2,4,
20671,672.1895,60,2,3,2,5,2,1,
12194,383.3916,66,1,2,3,2,2,5,
15567,203.2139,57,1,1,4,5,4,3,
812,894.1331,18,1,3,2,2,2,2,
783,312.2992,49,2,1,4,3,5,4,
20810,492.1117,63,1,2,2,5,3,5,
22054,434.8415,71,2,2,2,5,4,4,
20066,476.9462,77,2,2,2,2,2,6,
16469,740.0846,47,1,4,1,1,1,11,
21556,919.6181,80,1,2,2,5,2,6,
15101,237.6666,67,2,1,2,1,2,8,
1269,545.8172,18,2,3,2,5,2,2,
11864,237.6666,65,2,1,2,1,3,9,
6200,740.0305,20,1,3,2,2,2,3,
11256,191.6307,58,2,1,4,5,5,3,
15576,919.6181,80,1,2,2,2,3,7,
11215,971.1998,21,2,4,2,2,1,2,
2928,383.3916,67,1,2,3,5,4,5,
12612,894.1331,19,1,3,2,5,2,1,
8472,414.4729,57,2,2,2,5,8,98,
21886,472.0086,55,1,2,3,5,4,3,
20569,1041.1089,49,2,3,2,4,3,8,
8291,545.8172,15,2,3,7,5,2,1,
312,325.1053,39,1,3,2,1,3,10,
21688,627.4101,30,1,2,3,1,1,6,
12161,414.4729,57,2,2,2,2,2,7,
17946,622.272,35,2,3,2,2,2,6,
20698,676.0501,26,2,3,1,4,2,2,
11044,818.7257,15,2,4,7,5,3,2,
6829,766.701,60,1,3,1,3,1,6,
16482,436.1114,61,2,2,2,4,3,1,
15541,414.0478,45,1,3,2,2,4,8,
1538,1192.1774,18,1,4,2,5,2,1,
117,383.3916,66,1,2,3,5,3,8,
10171,894.1331,15,1,6,7,5,1,1,
3274,522.3569,69,2,2,3,5,2,98,
11112,622.272,39,2,3,3,2,2,8,
11996,766.701,62,1,3,1,5,2,12,
8647,353.3283,51,2,2,2,4,3,9,
19974,509.4464,32,2,3,1,2,3,7,
3902,675.4635,47,2,2,1,2,2,8,
963,163.3606,52,2,1,2,5,2,5,
3364,264.6901,31,1,1,9,5,3,6,
13828,163.3606,54,2,1,2,2,4,5,
15690,766.701,63,1,3,1,4,2,8,
11131,728.3999,20,2,4,3,3,3,2,
9986,217.6834,50,1,1,1,1,1,98,
8101,986.7073,22,1,4,2,2,1,7,
6925,650.2106,38,1,3,2,2,2,7,
6891,485.3368,41,1,4,2,2,2,12,
13937,481.5051,34,2,4,1,2,2,6,
4319,675.4635,49,2,2,2,2,2,12,
21954,485.3368,40,1,4,2,2,3,7,
17612,392.0951,37,2,3,3,5,4,2,
7819,197.848,72,2,1,4,5,3,4,
13107,436.1114,62,2,2,2,1,2,10,
8441,485.5999,23,2,4,2,5,3,3,
6173,203.2139,55,1,1,1,1,1,12,
10918,357.9218,40,2,3,1,1,2,7,
13120,454.4424,55,1,2,2,5,3,10,
15378,601.1522,30,1,2,2,3,1,9,
11982,201.6352,61,2,1,3,5,2,4,
19356,448.1263,60,2,2,2,5,3,98,
10739,234.0053,16,2,3,7,5,1,1,
7478,553.8103,38,1,4,2,2,2,6,
4831,308.1995,52,2,4,2,4,2,11,
10341,356.103,43,1,4,2,1,3,98,
5453,226.9288,33,2,3,2,2,2,98,
4249,152.6216,75,1,2,2,5,4,98,
14449,149.8998,53,2,2,2,3,4,6,
14424,353.5269,33,1,2,2,3,1,6,
17848,75.508,80,1,1,2,5,1,98,
13121,298.2178,54,1,2,1,5,3,9,
2775,183.2444,65,2,2,1,1,1,12,
6093,154.5564,62,1,2,2,1,1,6,
15170,401.4581,17,1,2,7,5,3,2,
206,75.508,80,1,1,1,5,2,98,
7000,105.3084,58,2,1,2,2,2,8,
16487,170.9578,29,2,2,2,3,1,6,
5675,85.7674,72,2,1,2,2,1,6,
19969,152.6216,79,1,2,1,1,2,10,
2964,146.1724,69,1,2,1,5,3,5,
3922,120.1609,32,2,3,2,1,2,7,
6729,85.7674,74,2,1,2,4,4,98,
13571,146.8094,44,2,2,3,2,3,6,
15755,110.9047,80,2,1,2,3,4,4,
8792,174.6815,49,2,4,4,2,3,8,
923,228.0844,57,2,2,3,5,3,1,
21782,152.6216,79,1,2,2,4,3,4,
16223,154.5564,63,1,2,2,1,1,7,
10335,105.1618,49,1,1,4,4,5,3,
11624,75.508,80,1,1,2,5,2,5,
14454,226.9288,32,2,4,2,1,3,99,
8791,80.3129,63,1,2,1,4,2,7,
7249,79.7056,60,2,1,3,5,3,3,
7128,149.8998,54,2,2,3,2,3,6,
3132,154.5564,63,1,2,3,2,4,4,
17876,167.7749,39,2,4,2,2,1,8,
14540,64.9258,40,2,1,2,1,2,9,
21670,68.9834,60,1,1,2,3,3,6,
20297,87.3747,78,2,1,4,3,4,6,
17759,83.2358,68,2,1,2,2,2,10,
18380,138.6278,43,2,4,2,3,2,7,
19943,351.7124,57,2,3,2,5,3,5,
18094,63.7589,67,1,1,2,4,2,8,
11886,275.5496,48,2,4,3,4,1,6,
15017,264.6241,27,2,3,1,1,2,4,
15107,146.1724,65,1,2,2,2,3,99,
13973,356.103,42,1,6,2,1,4,12,
21041,146.1724,69,1,2,2,1,1,12,
4053,68.9834,61,1,1,2,5,2,7,
9058,167.7749,39,2,4,1,2,2,11,
18177,293.6189,41,2,5,2,2,3,10,
7036,266.8342,26,1,2,3,4,3,8,
6535,367.2992,48,1,3,2,4,3,98,
1507,162.2312,40,1,1,2,4,3,99,
7231,167.7749,38,2,4,2,1,2,8,
6493,154.5564,63,1,2,3,2,3,3,
21635,228.2003,46,1,5,3,1,3,7,
2220,69.2099,53,2,1,9,2,1,9,
17956,173.1084,80,1,2,2,2,3,6,
7300,170.9578,28,2,2,2,1,2,9,
13568,149.8998,54,2,2,2,5,3,4,
8167,367.3994,45,2,4,3,2,3,6,
8216,149.8998,54,2,2,2,4,2,6,
8018,100.9271,24,2,1,3,2,3,6,
13647,167.7749,39,2,4,2,4,2,1,
6935,91.8499,47,2,3,4,2,3,7,
12215,340.9635,34,1,4,1,4,3,9,
10895,246.4221,29,1,5,2,3,1,8,
398,105.1618,45,1,1,2,2,2,8,
10236,203.9583,66,2,2,2,8,8,98,
5204,266.5152,39,2,4,3,2,3,8,
9804,87.3747,79,2,1,3,5,2,5,
17023,266.2033,60,2,3,2,5,2,8,
17418,246.4221,28,1,3,2,1,2,9,
16038,79.7056,63,2,1,2,3,2,9,
11703,66.5719,77,1,1,2,3,2,6,
20995,83.2358,65,2,1,4,5,1,99,
2242,234.0053,22,2,2,3,3,3,5,
13211,85.7674,70,2,1,1,5,4,5,
20287,79.7056,62,2,1,3,4,1,6,
19171,69.2099,50,2,1,3,3,5,5,
12757,69.2099,54,2,1,2,2,5,4,
5488,177.4688,64,2,2,2,5,3,1,
17738,154.5564,61,1,2,2,2,1,98,
19775,177.4688,61,2,2,3,2,3,1,
16454,149.8998,50,2,2,3,4,3,7,
18178,192.3563,76,2,2,3,4,3,98,
8209,266.2033,61,2,3,2,4,4,7,
5202,154.5564,64,1,2,2,5,4,6,
20829,169.2103,67,1,2,1,3,2,98,
5420,87.3747,78,2,1,2,2,3,6,
11209,152.6216,75,1,2,1,1,2,12,
9958,220.2142,44,2,4,2,2,2,10,
10678,220.2142,43,2,4,1,5,2,5,
16468,468.0105,23,2,5,1,4,1,1,
15334,149.8998,53,2,2,2,3,2,9,
3387,63.7589,66,1,1,2,5,2,6,
3087,154.5564,60,1,2,2,4,2,6,
20660,226.9288,32,2,3,2,1,1,9,
14923,169.2103,67,1,2,1,4,2,9,
8227,152.6216,76,1,2,3,5,4,99,
20920,234.4749,56,2,2,9,9,1,8,
16814,220.2142,40,2,4,2,4,3,7,
7443,355.3536,36,2,4,3,2,3,98,
10347,275.5496,46,2,3,2,1,2,10,
21557,367.3994,47,2,5,3,1,3,1,
13801,188.8179,72,2,2,2,3,3,6,
18204,293.6189,41,2,4,9,4,3,98,
643,183.6997,48,2,2,2,2,3,6,
10172,367.3994,49,2,4,2,4,2,10,
11245,75.508,80,1,1,1,1,1,6,
5925,173.1084,80,1,2,2,1,3,98,
10769,468.0105,22,2,4,2,3,2,6,
11564,262.9412,74,1,2,1,8,8,98,
14008,246.4221,28,1,3,2,2,3,8,
6907,154.5564,60,1,2,3,4,2,9,
8889,63.7589,65,1,1,2,4,3,98,
19880,87.3747,79,2,1,2,5,4,5,
8275,110.9047,80,2,1,2,2,4,7,
2974,68.9834,61,1,1,2,2,4,6,
7669,468.9498,59,2,5,2,2,3,9,
9047,87.3747,75,2,1,2,1,2,8,
213,249.3563,57,1,2,2,3,4,7,
20196,85.7674,73,2,1,1,2,2,10,
4984,117.2375,57,2,2,2,3,2,5,
11648,298.2178,50,1,2,2,2,4,8,
10726,99.0769,70,1,1,3,1,3,6,
18307,231.1496,50,2,3,3,4,3,6,
15536,231.1496,53,2,3,3,1,1,10,
7349,711.7901,47,2,2,2,3,1,7,
8873,725.7609,66,1,2,2,3,2,6,
14313,702.4749,42,2,4,2,1,1,8,
16350,1022.3035,18,1,2,2,4,4,99,
14598,1208.4365,17,2,3,2,5,2,2,
3603,641.1755,72,2,2,3,5,5,1,
14141,2539.7903,49,1,6,2,2,2,9,
11265,1053.3978,20,1,3,2,8,8,98,
21984,285.5378,56,2,1,2,1,1,10,
22274,352.8337,35,2,2,2,1,2,10,
20383,1238.6827,28,1,4,3,5,4,5,
17891,1090.8319,49,2,3,3,2,3,7,
21423,357.9806,74,1,1,2,2,3,8,
4100,322.6878,64,1,1,3,2,2,5,
19444,984.967,50,1,2,2,2,2,7,
6997,704.7671,63,1,2,1,5,3,9,
20919,268.4079,59,1,1,4,1,5,6,
17170,491.0265,65,2,2,2,3,4,6,
13754,741.3777,50,2,2,1,4,1,8,
13991,674.8727,35,2,4,4,2,2,8,
18065,703.951,47,1,2,3,5,4,1,
9129,228.0737,69,2,1,1,1,2,8,
14635,741.3777,51,2,2,3,5,2,5,
14604,674.8727,35,2,3,3,4,4,3,
4567,1089.7435,64,1,3,2,4,1,4,
7953,450.9813,53,1,1,2,1,3,10,
17578,1978.7315,25,1,3,8,3,3,98,
1148,1126.8825,21,2,2,2,2,2,6,
14357,604.6142,80,2,1,2,5,3,5,
18199,1611.2487,16,2,4,7,2,1,2,
13213,1058.501,38,2,5,2,1,1,10,
10524,450.9813,50,1,1,1,2,2,7,
16770,534.101,68,2,2,2,5,2,4,
15440,274.9476,63,2,1,1,5,4,6,
13177,492.4835,52,1,2,3,2,3,7,
14416,815.9174,66,1,2,2,5,3,7,
2758,1710.483,39,1,3,1,1,1,8,
13103,1058.501,37,2,5,2,4,2,3,
16806,584.5331,60,2,2,2,2,2,6,
6322,491.0265,67,2,2,2,1,3,7,
1521,1090.8319,48,2,3,1,2,3,7,
14365,1301.6917,80,2,2,2,4,3,10,
15221,297.8154,70,2,1,2,5,3,4,
5264,704.7671,62,1,2,3,3,4,4,
16488,534.101,68,2,2,2,2,3,7,
3403,378.7252,52,2,2,3,1,3,98,
2830,228.0737,68,2,1,3,5,3,98,
13968,320.5878,73,2,2,1,5,3,5,
19861,491.0265,65,2,2,2,4,2,6,
16643,584.5331,63,2,2,2,5,3,2,
15488,597.2054,62,2,2,2,2,3,98,
12658,274.9476,63,2,1,3,2,2,4,
3444,274.9476,60,2,1,3,5,3,3,
3523,408.1282,43,1,1,2,2,3,98,
8521,704.7671,63,1,2,3,2,3,7,
3501,674.8727,37,2,4,2,1,3,7,
2030,366.5501,75,1,1,1,1,1,9,
19990,1523.0014,54,1,3,2,2,2,9,
12685,412.4075,80,2,1,2,2,5,5,
16823,597.2054,62,2,2,2,1,3,98,
20668,274.9476,60,2,1,4,3,4,3,
2851,322.3141,47,1,1,2,2,3,9,
16999,1431.2212,31,1,4,2,5,3,9,
1751,711.7901,46,2,2,2,2,3,8,
6638,1090.8319,45,2,3,2,4,3,6,
9130,351.7023,79,2,1,3,5,4,5,
6338,1126.8825,20,2,2,2,3,3,2,
20092,697.4216,73,2,2,3,4,1,4,
9610,268.4079,59,1,1,3,1,2,7,
8741,674.8727,36,2,5,2,4,2,9,
2908,334.8057,48,2,1,3,3,5,4,
4176,2044.607,19,1,4,2,3,3,4,
17951,285.5378,55,2,1,4,2,5,5,
9928,491.0265,65,2,2,2,2,3,5,
2499,320.9203,36,2,1,2,3,2,8,
255,1069.612,80,1,2,2,5,2,9,
19809,412.4075,80,2,1,1,2,3,6,
16066,297.8154,70,2,1,2,2,3,98,
10371,704.7671,61,1,2,1,1,2,9,
21421,796.0333,72,1,2,2,5,1,8,
4468,741.3777,50,2,2,2,3,2,6,
4970,960.6355,53,1,3,2,2,2,12,
17440,1101.7936,40,2,6,2,1,3,3,
12094,1710.483,35,1,3,3,4,2,3,
4392,274.9476,64,2,1,1,2,3,10,
1673,607.0477,55,2,2,3,5,4,3,
6898,604.6142,80,2,1,2,5,3,6,
8114,322.6878,63,1,1,3,5,3,9,
10915,412.4075,80,2,1,2,2,4,5,
15331,1069.612,80,1,2,2,3,1,8,
20177,434.1545,58,2,2,3,3,2,7,
19677,521.4296,26,2,3,3,5,2,1,
7418,1638.9743,31,2,4,2,5,4,1,
6950,997.3497,28,2,4,2,1,1,1,
19791,607.0477,58,2,2,2,1,3,98,
19944,902.7537,44,1,2,3,2,3,7,
11443,725.6544,45,1,2,2,1,2,6,
17615,491.0265,65,2,2,2,2,2,1,
12927,498.0716,37,1,1,1,4,2,10,
21883,534.101,65,2,2,2,5,4,2,
786,491.0265,67,2,2,3,4,2,3,
18027,2253.7649,24,2,4,2,4,2,4,
5250,1611.2487,17,2,4,7,5,2,2,
21045,1469.0582,44,2,4,2,3,2,7,
91,877.3983,41,1,4,3,1,3,8,
19838,322.6878,64,1,1,3,2,3,6,
20566,607.0477,55,2,2,1,2,2,8,
18355,674.8727,39,2,3,4,2,3,2,
1355,348.7228,51,2,1,2,3,4,8,
14492,274.9476,63,2,1,1,1,2,10,
10132,725.7609,66,1,2,2,2,2,8,
10630,757.4503,51,2,2,1,4,1,11,
2777,984.967,54,1,2,2,2,3,8,
76,704.7671,62,1,2,2,2,2,8,
7121,711.7901,46,2,2,3,5,3,6,
14796,322.6878,60,1,1,1,5,4,3,
2848,137.4692,80,2,1,1,3,2,10,
14736,584.5331,63,2,2,1,2,2,8,
20726,597.2054,62,2,2,2,5,3,98,
713,607.0477,56,2,2,3,5,3,2,
7769,586.2171,56,1,2,2,4,2,98,
8698,1070.7596,36,1,4,2,5,1,8,
9801,1254.381,29,1,2,1,2,2,7,
18534,1014.2347,31,1,2,2,2,2,10,
21439,1290.2037,29,1,2,1,2,2,9,
8758,734.1819,23,2,3,2,2,2,6,
14196,240.8758,58,2,1,2,3,3,7,
21117,305.9087,37,1,1,2,1,2,1,
6625,427.0116,62,1,2,2,1,1,7,
13531,1264.2995,17,1,4,7,5,2,1,
12092,728.6747,26,2,2,1,4,2,9,
8428,562.0195,57,1,2,2,2,3,98,
4721,427.0116,62,1,2,1,1,1,12,
10756,520.0475,42,1,3,2,3,1,8,
12015,646.0003,53,1,2,3,5,4,98,
21370,378.5115,80,2,1,2,4,5,6,
4186,478.367,43,2,5,1,3,1,10,
2378,780.5128,24,2,3,2,3,1,3,
15256,247.9419,42,2,2,4,3,3,3,
17093,648.4341,38,1,3,2,2,3,10,
20886,495.8838,43,2,2,1,4,4,4,
11496,632.1498,19,1,2,2,5,3,98,
6794,684.0557,30,2,3,1,1,3,9,
11238,457.8094,66,2,2,2,5,4,4,
12979,288.4774,48,1,1,3,5,5,6,
8646,174.8326,73,2,1,2,4,2,98,
6081,215.8234,68,2,1,4,4,5,98,
14715,463.4458,48,2,2,3,5,5,4,
9205,242.604,54,2,1,4,2,3,6,
1772,221.9832,64,2,1,2,5,1,98,
12672,952.1367,47,1,3,1,4,4,98,
10343,2361.4914,20,1,5,2,4,3,6,
17575,418.4576,60,1,3,3,2,5,11,
16552,370.8587,71,2,2,4,5,4,4,
3161,540.9654,79,2,2,2,3,1,6,
13328,646.0003,51,1,2,3,4,2,7,
21815,520.0475,43,1,4,2,2,3,12,
5860,743.8256,43,2,3,3,3,5,4,
4739,532.2258,44,1,2,2,2,2,8,
4482,221.9832,61,2,1,2,1,1,10,
12019,240.8758,56,2,1,2,4,3,5,
2400,378.5115,80,2,1,2,2,2,98,
6648,562.0195,56,1,2,1,2,4,98,
11554,1324.3027,51,1,4,1,1,1,12,
10112,921.6996,70,1,3,1,5,4,6,
6751,808.3725,80,2,2,2,5,4,99,
15430,777.4718,54,2,3,2,4,1,8,
3388,562.0195,57,1,2,3,4,3,7,
9975,558.0934,71,1,2,2,4,1,4,
1081,505.8175,59,2,2,2,2,2,4,
4555,743.8256,44,2,3,4,2,3,9,
15563,735.1789,65,2,3,2,3,2,98,
22297,509.4468,50,2,2,2,2,1,9,
13634,1029.2442,56,2,4,2,1,2,11,
124,648.4341,35,1,3,2,1,3,98,
15173,198.9152,60,1,1,3,2,4,4,
14230,991.0272,34,1,4,1,1,1,10,
19743,684.0557,33,2,4,3,2,2,8,
13845,980.2385,67,2,4,2,2,3,5,
10699,378.5115,80,2,1,2,5,4,6,
288,828.206,15,2,3,7,5,3,2,
18418,1380.3434,19,2,5,9,5,3,98,
18669,474.2589,62,2,2,2,5,3,6,
10549,221.9832,61,2,1,2,5,4,3,
8318,370.8587,72,2,2,4,5,4,3,
11338,256.2229,72,1,1,3,2,3,6,
1239,370.8587,70,2,2,3,5,5,3,
18234,991.0272,32,1,4,1,2,1,10,
8617,707.2693,49,2,3,1,2,1,2,
1435,467.5322,33,1,1,2,2,3,10,
2287,621.6623,37,2,4,3,1,1,8,
6020,221.9832,60,2,1,4,2,1,98,
5609,695.198,31,2,2,2,3,1,12,
650,684.0557,31,2,4,2,1,2,7,
6954,656.5314,64,1,3,2,3,4,6,
7220,175.8699,67,1,1,2,9,2,10,
17869,242.604,52,2,1,1,3,1,9,
10664,648.4341,38,1,3,2,1,2,10,
2138,509.4468,53,2,2,2,1,2,10,
12736,646.0003,53,1,2,2,2,2,8,
17567,300.9269,54,1,1,3,2,3,4,
5144,288.4774,47,1,1,2,2,3,9,
2693,1225.6784,27,1,4,3,4,2,7,
14509,427.0116,63,1,2,2,4,4,7,
6259,245.3403,40,1,1,3,5,3,6,
13665,457.8094,69,2,2,2,1,1,7,
1632,215.8234,68,2,1,3,4,4,6,
3101,427.0116,63,1,2,2,1,3,7,
2149,648.4341,37,1,3,3,2,2,7,
18005,466.1448,60,2,2,3,3,3,5,
6438,175.8699,66,1,1,2,2,4,7,
17629,390.2564,24,2,2,2,4,3,6,
11155,456.9822,45,2,4,2,1,1,11,
4646,174.8326,73,2,1,2,5,3,5,
15986,558.0934,73,1,2,2,5,4,6,
16092,256.2229,73,1,1,3,1,4,6,
22006,648.4341,35,1,4,2,2,2,10,
8733,859.572,80,2,2,2,5,3,5,
352,777.4718,53,2,3,3,4,4,6,
12508,421.7661,69,1,2,2,2,4,5,
10539,646.0003,51,1,2,1,1,3,12,
6406,828.206,18,2,3,2,5,2,2,
15979,532.0479,79,1,2,2,4,2,98,
18403,378.5115,80,2,1,2,2,1,8,
17993,621.6623,36,2,5,3,2,1,6,
6169,240.8758,57,2,1,2,5,3,6,
15978,952.1367,45,1,3,2,2,3,8,
1785,381.0881,80,2,1,3,5,4,5,
12077,244.2653,76,1,1,1,2,2,9,
18031,948.2247,18,1,3,1,4,2,3,
9213,300.9269,53,1,1,2,3,2,11,
1261,1158.2878,77,2,4,9,2,3,99,
8888,505.8175,57,2,2,2,2,3,5,
6331,466.1448,61,2,2,2,2,2,1,
3627,505.8175,56,2,2,1,1,2,9,
22108,948.2247,16,1,4,7,5,1,1,
22407,864.1063,59,1,3,2,5,4,6,
7923,1023.8559,37,1,3,3,4,5,3,
5840,505.8175,56,2,2,2,1,2,10,
12875,821.1378,40,1,4,2,2,3,7,
11026,993.227,54,1,3,2,4,2,8,
8620,466.1448,60,2,2,1,1,1,1,
15006,1757.3701,77,1,6,3,5,3,6,
803,684.0557,31,2,3,2,1,2,11,
15476,421.7661,67,1,2,1,5,1,98,
6975,646.0003,51,1,2,2,5,1,99,
21741,532.0479,79,1,2,1,1,4,98,
21500,229.7888,44,2,1,2,2,1,7,
7797,505.8175,57,2,2,2,4,2,7,
3348,991.0272,31,1,4,2,1,2,11,
8685,993.227,52,1,3,2,4,3,98,
17755,648.4341,35,1,3,3,2,3,10,
11210,943.0257,47,2,4,3,2,3,5,
18767,478.367,40,2,3,2,3,3,7,
16844,540.9654,76,2,2,4,5,1,6,
20347,378.5115,80,2,1,2,5,4,5,
15846,457.8094,68,2,2,2,2,2,7,
21017,221.9832,61,2,1,2,5,2,6,
21592,338.7922,31,2,4,3,2,3,4,
10186,991.0272,30,1,3,2,2,2,98,
2343,1416.8948,21,1,3,2,2,3,7,
17160,864.1063,58,1,3,2,1,1,10,
11225,828.206,15,2,3,7,5,3,1,
6770,215.8234,69,2,1,3,2,2,6,
2064,728.6747,28,2,2,2,3,1,6,
21249,606.8694,48,1,4,2,5,2,99,
3044,378.5115,80,2,1,2,5,4,5,
2820,427.0116,61,1,2,2,5,1,8,
3966,520.0475,41,1,4,2,5,3,6,
4031,948.2247,17,1,3,7,5,1,3,
4251,378.5115,80,2,1,4,2,4,5,
10760,1324.3027,51,1,4,2,5,4,5,
17733,474.2589,61,2,2,2,1,2,5,
7423,174.8326,73,2,1,4,5,5,4,
4644,467.5322,33,1,1,2,2,2,8,
20403,370.8587,72,2,2,1,5,4,98,
17305,486.1589,44,2,2,2,4,3,5,
6412,532.0479,77,1,2,2,5,3,4,
17783,991.0272,32,1,4,2,2,2,98,
19519,707.2693,47,2,3,1,3,3,6,
6256,175.8699,65,1,1,3,5,4,6,
1540,695.198,34,2,2,1,1,3,10,
20763,595.548,73,2,3,3,2,3,4,
6525,256.2229,71,1,1,3,4,3,5,
17516,509.4468,54,2,2,2,2,2,10,
3155,547.4252,43,1,3,2,4,3,10,
13144,174.8326,71,2,1,3,5,1,5,
19203,780.5128,21,2,2,2,3,2,5,
20514,509.4468,51,2,2,2,4,4,3,
7546,466.1448,60,2,2,2,5,4,3,
2353,381.0881,80,2,1,2,5,1,98,
11841,474.2589,64,2,2,2,4,1,3,
13090,532.0479,79,1,2,2,5,2,98,
8329,245.3403,40,1,1,3,1,4,7,
20676,457.8094,67,2,2,1,1,2,7,
5044,247.9419,42,2,3,3,1,2,11,
18041,2426.6643,52,2,6,4,2,4,98,
4531,825.7731,59,2,2,2,4,2,6,
3371,1062.9501,78,1,2,2,5,4,6,
21913,939.3125,62,1,2,3,4,1,6,
1080,907.5652,71,1,2,2,4,4,8,
13868,673.0751,80,2,1,3,2,4,4,
1647,1037.882,74,1,2,2,2,2,6,
13025,1677.7157,58,1,3,3,3,5,4,
7621,1248.5193,37,2,2,1,4,1,9,
20083,511.4205,47,2,3,4,3,4,3,
14124,426.7391,73,2,1,2,1,1,10,
20474,1079.905,57,1,2,1,1,2,9,
3521,3068.5228,47,2,6,9,2,2,7,
18880,1937.9927,43,1,3,2,2,2,8,
11400,907.5652,72,1,2,1,5,4,7,
11228,1966.5254,28,2,4,3,2,3,3,
16372,1547.7549,30,1,3,1,3,2,11,
14142,1547.7549,31,1,3,2,1,2,8,
12079,384.3022,57,2,1,4,1,4,4,
18184,654.3658,30,2,2,4,2,4,6,
17150,1025.784,70,2,2,2,5,2,6,
9050,1538.6759,70,2,3,1,2,3,98,
146,519.2498,80,2,1,3,3,4,4,
21171,1241.7603,44,1,2,4,5,1,7,
2179,1744.3065,18,2,5,3,5,1,2,
17512,990.9573,66,2,2,2,5,4,3,
15228,1132.3083,80,2,2,2,5,3,98,
3929,673.0751,80,2,1,2,5,5,7,
17572,1513.8348,80,1,2,1,1,3,8,
5131,2869.295,21,1,4,1,1,1,4,
4378,1547.7549,34,1,5,2,2,2,11,
10339,986.2269,66,1,2,2,2,4,7,
20268,825.7731,58,2,2,1,4,1,8,
18565,1037.882,74,1,3,2,5,3,5,
21235,1014.2033,61,2,2,2,4,3,4,
10084,1455.9986,51,2,3,2,4,2,2,
8422,1547.7549,30,1,3,2,4,1,8,
6015,654.3658,31,2,2,2,4,2,6,
14616,1037.5423,50,1,4,2,2,2,10,
10467,481.9154,51,1,1,2,2,3,98,
18338,1059.5281,42,2,5,2,2,2,6,
18309,487.237,56,1,1,4,5,4,7,
17959,642.3154,35,2,3,3,2,4,8,
10226,1132.3083,80,2,2,2,2,3,98,
3232,939.3125,63,1,2,2,5,2,1,
21898,898.9796,65,2,2,9,4,2,98,
13258,412.2507,67,2,1,2,5,3,4,
7515,1062.9501,75,1,2,3,3,1,4,
16389,1547.7549,30,1,3,3,2,2,9,
9655,2013.1801,25,2,2,1,1,3,8,
12172,972.8629,61,1,2,1,4,2,11,
22382,610.3837,48,1,1,2,2,3,11,
3002,1455.9986,50,2,3,3,3,2,7,
6162,542.114,79,2,1,2,4,2,6,
20276,5178.5209,27,2,5,1,2,2,6,
15209,1059.5281,41,2,4,2,1,1,9,
13873,1219.5853,36,2,4,2,2,3,2,
14728,580.1054,80,2,1,2,5,2,99,
13838,487.237,55,1,1,2,4,2,10,
11176,1352.8455,47,1,2,2,4,2,6,
18113,1116.0372,44,2,2,2,1,2,10,
16875,2325.742,17,2,4,7,5,3,1,
7552,986.2269,66,1,2,2,3,3,7,
18036,939.3125,64,1,2,2,4,2,12,
3105,2496.4731,31,1,3,4,2,3,98,
5183,423.8037,61,1,1,3,1,3,10,
17120,1219.5853,39,2,6,2,2,2,6,
17105,2325.742,17,2,4,7,5,1,2,
18912,1014.2033,61,2,2,1,3,3,3,
6283,898.9796,66,2,2,1,2,3,8,
20208,2232.0744,41,2,4,2,3,3,9,
5610,907.5652,74,1,2,2,5,4,98,
19705,825.7731,58,2,2,2,5,1,2,
16583,426.7391,70,2,1,1,9,2,7,
12244,3449.0257,18,2,5,3,3,5,6,
19094,552.2254,44,1,1,3,5,3,6,
14981,1062.9501,76,1,2,1,5,3,8,
11962,825.7731,57,2,2,2,5,2,1,
19481,898.9796,67,2,2,2,5,3,3,
19273,1937.9927,43,1,4,1,1,1,12,
15410,930.5738,71,2,2,2,1,2,8,
14693,668.9104,80,1,1,1,3,4,9,
15018,825.7731,58,2,2,1,2,1,1,
663,1201.5101,42,1,5,3,1,4,11,
1308,946.6879,51,2,2,2,2,4,98,
18779,930.5738,70,2,2,1,2,2,7,
9120,1039.8912,62,2,2,2,3,1,7,
3554,825.7731,59,2,2,2,2,2,7,
2525,626.7251,38,1,1,1,3,1,8,
6832,1201.5101,42,1,4,2,4,2,9,
10660,412.2507,69,2,1,2,5,3,98,
19019,939.3125,60,1,2,1,5,1,8,
6558,1966.5254,27,2,5,3,3,2,5,
7615,930.5738,70,2,2,2,5,3,98,
19993,898.9796,68,2,2,2,4,1,4,
12771,1079.905,57,1,2,2,2,3,9,
11298,3348.1115,43,2,6,2,5,1,1,
16449,542.114,79,2,1,2,5,4,4,
6960,1022.8409,46,2,2,3,2,1,6,
6094,898.9796,66,2,2,2,5,2,6,
15483,1547.7549,30,1,3,3,5,4,10,
7792,1941.3315,50,2,4,2,5,3,1,
20195,2873.6293,15,1,6,7,5,1,4,
796,1363.6036,38,1,4,2,3,2,8,
6587,1201.5101,43,1,4,2,1,3,11,
10735,1201.5101,42,1,5,2,5,3,12,
12045,534.0551,51,1,2,3,5,4,12,
15501,862.3959,67,1,2,2,4,1,9,
17505,898.9796,65,2,2,8,8,1,98,
20813,1059.5281,42,2,3,2,5,2,98,
3999,1039.8912,63,2,2,2,1,2,6,
2334,1014.2033,61,2,2,2,3,3,8,
16555,972.8629,61,1,2,2,5,1,9,
21475,2873.6293,16,1,5,7,5,2,3,
