RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,
17438,2014.8377,23,2,5,2,1,2,3,
9830,262.153,75,1,1,1,3,3,98,
7662,1089.2354,53,1,3,2,4,3,11,
67,583.536,65,1,3,2,2,3,8,
21478,432.4141,80,2,1,3,5,3,5,
12178,1089.2354,52,1,3,2,3,4,11,
11199,427.1154,64,2,2,2,2,1,2,
7096,519.057,65,1,2,2,4,3,9,
4945,504.0424,64,1,2,2,4,2,12,
17979,344.0139,80,1,1,2,3,4,8,
4421,704.4385,51,1,2,2,2,3,8,
1077,500.2225,45,2,4,3,1,2,8,
13854,2237.5274,25,2,6,2,1,3,98,
3195,334.1364,41,1,3,2,3,2,8,
21588,418.0522,60,2,2,2,1,2,8,
1454,502.403,43,2,4,1,2,2,7,
17074,525.3279,40,2,4,3,4,3,98,
15982,434.1545,58,2,2,2,8,4,98,
1674,322.5373,50,1,1,3,1,3,2,
10357,1208.9026,20,2,3,3,4,2,6,
22232,390.726,30,2,2,3,1,2,9,
17282,418.0522,63,2,2,2,3,3,8,
21682,191.9627,59,1,1,3,1,2,6,
7843,541.5349,78,2,2,1,4,2,99,
20185,504.0424,61,1,2,1,1,3,8,
386,230.5158,49,1,1,2,2,2,6,
9310,196.6398,63,2,1,4,2,5,4,
18287,504.6862,37,2,2,4,4,4,5,
10281,512.6006,43,2,2,2,5,3,4,
18674,748.1834,70,2,4,2,1,3,98,
587,482.6622,39,2,5,2,1,1,11,
9345,864.2617,15,2,4,7,5,2,1,
12346,665.35,55,2,3,2,1,2,10,
1379,1023.5951,31,1,3,2,1,3,9,
14005,351.1773,67,2,2,2,5,3,98,
7972,418.0522,63,2,2,2,2,4,98,
19247,530.2259,54,2,2,1,4,2,4,
8350,627.5065,43,1,4,3,1,3,98,
1503,212.9946,70,2,1,3,3,4,98,
13964,381.9837,67,2,2,2,4,4,98,
19548,491.0219,48,1,5,2,3,5,11,
11820,239.4497,46,2,1,3,4,5,3,
13924,627.5065,43,1,4,3,2,2,7,
22197,640.673,64,2,3,2,5,4,99,
21923,434.1545,59,2,2,2,4,2,6,
18704,519.057,68,1,2,3,5,4,99,
9644,530.2259,52,2,2,2,2,2,9,
5968,249.4031,50,2,1,3,3,1,10,
5872,2097.2862,20,1,5,2,2,3,8,
18701,648.2739,57,1,3,2,1,2,10,
15949,443.5667,59,2,2,2,3,3,8,
11186,212.9946,71,2,1,3,2,4,5,
3053,627.5065,44,1,4,2,3,2,9,
1981,163.116,68,2,1,2,1,2,6,
12059,1611.8702,23,2,4,2,3,2,8,
19822,530.2259,52,2,2,2,4,3,7,
11697,351.1773,65,2,2,3,4,4,1,
21484,812.5813,53,2,3,1,4,8,98,
11145,512.6006,41,2,2,1,1,2,11,
11914,249.4031,50,2,1,2,1,4,7,
3698,239.4497,46,2,1,2,1,2,6,
15592,260.0507,45,2,4,3,1,2,1,
1371,583.536,67,1,2,2,5,3,8,
22408,491.0219,45,1,4,2,4,2,10,
11763,196.6398,62,2,1,2,2,3,8,
12539,627.5065,40,1,4,2,1,4,11,
13963,419.2566,57,1,2,1,4,2,12,
15551,1415.169,25,1,3,2,3,2,2,
21298,519.057,68,1,2,2,5,2,6,
415,163.116,68,2,1,3,5,3,6,
2272,502.403,41,2,5,3,1,2,9,
5877,458.5623,70,2,2,2,4,1,5,
8869,230.7831,63,1,1,1,1,2,10,
5772,665.35,55,2,3,2,1,1,1,
5307,458.5623,72,2,2,2,5,4,98,
8142,491.0219,49,1,3,2,2,3,10,
13147,294.9497,80,2,1,2,5,2,6,
2929,191.9627,58,1,1,4,1,4,4,
19005,1037.9615,49,1,5,2,1,2,10,
5830,541.7209,53,2,2,2,1,2,10,
6404,1037.9615,45,1,4,1,2,3,10,
18389,1050.6558,44,2,4,4,3,5,1,
5919,126.8995,73,1,1,3,5,4,4,
2293,300.5642,46,1,3,2,5,3,10,
6682,273.457,18,2,3,2,5,2,5,
5799,355.1065,27,2,3,2,1,2,7,
9871,226.7393,68,2,2,1,4,3,98,
10594,208.8881,67,1,2,1,2,3,5,
13683,250.5162,58,2,2,2,1,2,8,
7869,109.9416,62,2,1,1,1,1,9,
27,120.1545,53,2,1,2,5,3,3,
21552,478.7474,35,2,3,2,2,3,6,
12878,467.0523,49,2,4,1,1,1,11,
3488,126.3064,77,2,1,1,1,1,98,
16284,252.3137,52,2,2,2,4,3,8,
13960,230.8675,60,2,2,2,4,3,2,
22183,189.724,66,1,2,3,3,4,4,
9295,490.8259,33,1,3,2,1,1,10,
15108,363.6182,21,2,2,1,3,2,3,
4423,137.2179,19,1,1,9,3,3,5,
9219,119.2985,57,2,1,2,5,1,6,
16252,126.3064,78,2,1,2,3,5,6,
8768,306.7082,45,1,2,2,2,1,10,
19114,263.5073,75,1,2,3,5,4,5,
22362,229.5308,49,2,2,1,4,3,8,
19783,234.8861,64,2,2,1,5,3,7,
14200,126.8995,70,1,1,2,4,1,7,
340,129.6647,59,1,1,2,2,2,11,
14869,126.3064,77,2,1,2,4,3,98,
10124,257.5639,43,1,3,2,2,2,10,
19924,368.3945,40,2,4,2,4,1,6,
3336,304.3267,70,1,2,2,5,3,99,
10589,263.5073,75,1,2,1,5,3,5,
20509,226.7393,65,2,2,2,2,3,6,
12722,86.5893,71,2,1,4,2,5,5,
10453,350.8727,24,1,3,2,4,2,7,
9735,338.7922,31,2,3,2,2,1,8,
21987,385.0584,50,2,3,2,5,3,99,
10972,319.165,35,2,4,3,3,3,6,
19642,250.5162,59,2,2,3,5,4,3,
16407,169.0283,38,1,3,2,2,2,7,
21472,410.1855,18,2,5,2,4,3,6,
12109,252.3137,51,2,2,1,2,2,8,
13255,351.1981,33,2,3,2,2,3,10,
6671,120.1545,51,2,1,2,4,2,9,
20079,278.3513,58,1,2,3,2,2,8,
9580,607.0417,26,1,4,2,1,3,10,
2679,307.8907,35,2,4,3,4,2,1,
19268,278.3513,58,1,2,3,5,5,6,
4163,151.5074,37,1,1,3,2,1,7,
21501,626.1695,18,1,5,2,5,2,2,
5709,319.9445,50,1,2,1,1,2,10,
10920,271.1232,41,1,2,1,1,1,12,
12615,1416.8948,20,1,3,1,3,2,10,
11230,234.8861,64,2,2,1,4,3,98,
8618,234.8861,61,2,2,2,4,4,1,
10923,518.3145,51,2,2,2,5,2,1,
16501,234.8861,64,2,2,3,4,3,98,
15992,471.5647,48,1,4,2,1,3,10,
20180,211.486,62,1,2,2,3,4,8,
9930,119.2985,55,2,1,1,1,2,98,
19115,176.3775,23,2,1,2,3,1,6,
37,490.8259,33,1,3,2,1,2,11,
14075,386.5645,23,2,3,3,2,3,4,
17632,410.1855,15,2,3,7,5,2,1,
19610,513.4112,51,2,4,3,4,4,1,
7810,410.1855,17,2,3,7,5,3,2,
19343,579.8468,21,2,4,3,3,2,2,
2115,271.1232,44,1,2,3,4,2,8,
4973,230.8675,61,2,2,2,2,2,1,
13941,307.8907,39,2,5,2,1,2,9,
21892,321.1499,38,1,4,2,1,2,11,
18393,306.7082,48,1,2,1,3,1,10,
5891,276.4069,71,1,2,3,5,4,4,
4965,106.8909,66,2,1,2,2,3,4,
8208,607.0417,28,1,3,1,1,2,11,
889,307.8907,38,2,4,2,1,1,10,
11869,768.8283,47,2,1,2,2,3,9,
21729,1541.0714,71,2,2,2,2,2,6,
15633,781.6442,64,2,1,2,2,2,11,
10503,210.3521,65,1,1,2,4,4,7,
18819,1114.6422,80,2,1,2,5,3,7,
14934,2855.3145,17,1,4,7,5,3,99,
13668,2258.188,38,1,4,3,2,2,7,
3222,1535.9413,50,2,3,2,2,3,11,
11097,636.4215,58,2,1,3,1,2,8,
1289,1852.2477,59,1,2,3,4,1,98,
13391,1790.4863,29,1,1,2,1,3,4,
16897,4189.0493,28,1,4,3,2,2,4,
8149,914.5098,44,1,1,2,1,2,12,
21570,3209.4019,43,1,4,3,4,1,3,
14936,1183.618,22,2,1,3,4,2,4,
8884,1989.754,41,1,4,2,3,1,12,
4073,2067.6033,36,2,2,1,1,2,8,
1595,2258.188,37,1,4,2,1,1,11,
5735,1754.6256,44,2,4,2,1,2,2,
8069,4026.1722,29,1,2,2,1,1,11,
10425,3807.0861,16,1,4,7,5,3,3,
5588,3807.0861,19,1,4,2,4,1,4,
13680,1966.5254,29,2,3,2,1,1,8,
20447,1555.5431,61,1,2,1,1,2,9,
5253,1402.1535,55,2,2,2,3,2,1,
7479,781.6442,61,2,1,2,4,1,10,
16162,2019.6873,39,2,3,2,1,2,10,
12688,1679.5657,60,2,2,1,1,3,98,
12710,1848.2071,41,2,2,3,2,2,9,
21742,2103.2302,55,2,3,8,2,1,98,
12228,3807.0861,17,1,4,7,5,1,1,
9560,1781.8139,40,1,3,2,3,1,5,
7672,2916.3151,28,2,3,2,3,1,98,
9665,3702.2163,32,1,3,2,3,2,11,
4170,611.3591,69,2,1,3,5,3,4,
21192,2482.589,44,2,4,2,1,1,99,
6858,1576.3323,77,1,2,2,5,2,6,
19351,2022.195,38,1,3,2,1,1,12,
4868,2295.2874,31,1,4,2,1,3,7,
20125,852.5747,35,2,1,2,1,1,10,
17594,2295.2874,33,1,4,2,3,3,7,
12273,2295.2874,32,1,3,2,4,3,11,
20290,740.6836,40,2,1,1,1,2,12,
904,1948.825,45,1,4,1,1,2,12,
12533,1516.8513,45,2,2,3,2,3,10,
20062,1851.5275,35,2,2,2,1,1,6,
11374,2874.0019,41,1,4,9,3,2,9,
9743,2399.3406,80,2,2,2,5,5,6,
11003,4255.1033,23,1,4,2,1,1,1,
17107,2295.2874,31,1,3,2,1,3,11,
22376,653.362,53,2,1,3,4,1,9,
17339,3409.2247,17,1,5,7,5,2,2,
13955,2022.195,36,1,4,1,1,2,11,
7372,905.186,49,1,1,1,1,3,12,
1439,860.284,80,2,1,1,1,2,98,
18959,2885.4699,61,1,4,2,1,2,98,
4562,6143.7088,29,2,4,2,3,1,6,
10103,1224.6039,59,2,2,1,1,2,12,
10617,1883.4311,56,2,3,1,1,1,12,
14485,2586.7693,19,2,4,2,3,3,4,
15624,1156.6023,64,2,3,4,4,3,9,
20280,653.362,54,2,1,2,1,1,98,
788,1576.3323,75,1,2,1,1,3,10,
7326,2022.195,37,1,4,2,3,2,11,
12080,1781.8139,42,1,3,3,4,1,10,
15510,1781.8139,40,1,4,3,1,1,98,
1217,1883.4311,59,2,3,3,4,4,4,
15534,1576.3323,79,1,2,3,5,9,98,
847,1516.8513,46,2,2,2,4,2,8,
17293,628.4919,61,1,1,1,2,3,10,
15082,1403.918,51,2,2,3,3,1,1,
15314,1841.504,42,1,2,2,4,2,9,
10338,714.6702,53,1,1,2,1,1,7,
11765,1601.476,59,1,2,3,4,3,9,
15618,1842.5503,33,2,6,2,4,1,1,
19043,1538.6531,50,1,4,2,1,2,12,
18599,905.186,48,1,1,2,3,3,9,
6008,1469.5685,66,2,2,2,4,2,7,
3996,2460.8424,53,1,4,3,3,4,7,
16177,868.5698,34,2,1,3,3,3,9,
10097,2460.8424,53,1,3,2,2,3,8,
19681,6056.4588,21,2,5,2,3,5,3,
1096,1403.918,54,2,2,2,2,3,98,
21820,2586.7693,19,2,3,3,5,2,1,
13885,1224.6039,58,2,2,1,2,3,12,
21105,1449.359,45,2,4,3,1,1,11,
13765,2372.1787,34,1,2,2,2,2,98,
2840,2885.4699,63,1,4,2,3,5,1,
750,611.3591,65,2,1,4,3,3,12,
20151,1781.8139,40,1,3,2,3,2,10,
11522,1601.476,57,1,2,2,3,2,10,
1277,2874.0019,44,1,5,2,3,2,8,
1654,2874.0019,41,1,5,3,4,3,5,
8507,565.1074,65,1,1,2,3,3,4,
7271,1380.021,73,2,2,2,4,2,7,
406,1449.359,45,2,3,2,1,3,98,
17879,6143.7088,28,2,6,1,1,4,1,
9731,1442.7349,64,1,4,2,2,3,98,
16030,4318.4297,52,2,6,1,1,1,98,
11342,1462.5535,68,1,2,1,1,1,12,
10423,569.9119,58,2,1,2,2,3,10,
20944,1842.5503,31,2,4,2,1,8,98,
9956,565.1074,67,1,1,4,5,3,2,
3,714.6702,51,1,1,2,1,3,12,
2117,1542.1364,63,2,2,2,1,2,9,
19728,1841.504,40,1,2,2,4,4,9,
6816,326.681,51,2,1,3,2,3,8,
18918,4845.1671,22,2,4,2,3,4,6,
7778,1601.476,55,1,2,3,4,5,6,
20067,1479.3814,49,2,2,3,2,3,6,
16302,1886.2638,33,2,2,1,2,2,6,
18847,2422.5835,24,2,4,1,1,1,1,
11088,1439.4766,52,2,2,1,4,2,98,
1517,688.4815,46,2,1,3,1,2,7,
9853,1380.021,71,2,2,2,5,1,98,
11825,688.4815,47,2,1,2,1,5,12,
22434,2164.1024,62,1,3,2,1,2,10,
6540,1380.021,72,2,2,3,4,3,3,
10083,1505.6015,80,1,2,3,5,3,4,
19630,1576.3323,75,1,2,2,5,3,4,
7848,696.5258,75,1,1,2,3,3,12,
10267,4146.6942,55,1,6,3,2,3,8,
8280,998.156,80,2,1,3,4,3,8,
3555,1571.2576,42,2,4,2,1,1,6,
3672,1753.129,76,2,2,8,5,4,98,
3138,1535.9272,28,2,6,2,2,1,5,
6895,3261.728,35,1,3,3,1,4,10,
17892,1380.021,73,2,2,1,1,4,8,
17904,1608.5348,42,2,2,2,3,1,98,
12964,1538.6531,51,1,3,4,3,3,1,
3084,1333.1675,66,2,2,1,4,1,7,
16100,2488.0165,55,1,3,2,3,3,11,
7045,628.4919,64,1,1,3,1,1,2,
18603,699.9581,61,2,1,2,1,2,9,
12923,3281.1232,50,1,4,3,1,1,8,
11308,3633.8753,22,2,3,9,3,1,98,
2493,1842.5503,33,2,3,3,1,2,99,
1564,2022.195,37,1,4,2,1,3,10,
21647,1038.9501,45,1,2,2,3,3,5,
5698,722.562,57,1,1,3,3,1,5,
6959,1808.619,35,2,5,3,3,1,99,
4334,740.6836,40,2,1,4,1,3,12,
7371,1333.1675,69,2,2,2,1,2,98,
12479,688.4815,49,2,1,2,3,1,10,
3789,770.0363,80,2,1,1,4,8,98,
709,4255.1033,21,1,4,1,3,1,3,
13652,1601.476,59,1,2,2,1,2,12,
16447,1571.2576,40,2,4,2,1,1,12,
1600,2204.3527,69,2,3,4,1,3,99,
18935,1380.021,72,2,2,2,4,4,5,
1823,1504.0419,61,2,2,1,1,2,7,
6930,722.562,59,1,1,2,3,1,98,
9300,2916.3151,26,2,5,3,3,1,3,
5115,1380.021,71,2,2,2,4,2,6,
18807,611.3591,68,2,1,4,3,3,4,
13805,1753.129,76,2,2,2,5,2,1,
11854,1883.4311,58,2,3,1,2,2,9,
19855,1224.6039,56,2,2,2,4,4,98,
4464,2511.2415,55,2,4,3,3,3,2,
1425,628.4919,61,1,1,2,1,2,10,
12042,1576.3323,79,1,2,1,1,1,10,
11173,1608.5348,43,2,2,2,3,4,4,
3255,1753.129,76,2,2,1,1,3,10,
4882,688.4815,46,2,1,3,2,2,5,
12294,1948.825,45,1,4,2,1,1,6,
13058,2916.3151,28,2,5,2,2,2,3,
21763,1555.6438,59,1,3,3,5,5,5,
7161,722.562,57,1,1,3,5,2,7,
15322,5966.1433,19,1,6,2,3,1,1,
8619,1704.6124,18,1,3,3,5,1,98,
13675,1808.619,35,2,5,3,2,2,9,
4756,611.3591,66,2,1,1,1,3,9,
20466,1851.5275,38,2,2,1,1,1,6,
935,722.562,56,1,1,3,1,2,8,
21188,740.6836,40,2,1,3,1,2,10,
6697,653.362,52,2,1,2,3,5,5,
17024,1808.619,35,2,4,2,1,1,2,
20527,770.0363,80,2,1,3,4,2,5,
15192,1842.5503,34,2,4,2,2,1,6,
1069,1781.8139,43,1,3,2,2,3,12,
13125,2022.195,37,1,4,4,4,4,8,
1657,2164.1024,60,1,3,2,2,2,8,
19075,632.845,73,2,1,3,5,3,5,
20423,611.3591,66,2,1,2,1,3,98,
18630,653.362,51,2,1,3,4,1,8,
15823,1504.0419,63,2,2,3,3,4,10,
11189,2916.3151,27,2,3,2,2,1,3,
1745,653.362,51,2,1,2,1,2,98,
4858,4137.6483,44,2,6,3,4,1,7,
2116,4255.1033,23,1,4,2,2,3,2,
3178,3605.4152,27,1,2,2,2,2,7,
20766,970.4106,33,2,5,3,2,4,6,
423,699.9581,64,2,1,3,5,5,5,
4068,722.562,59,1,1,3,3,5,4,
17948,1439.4766,50,2,2,3,9,8,98,
11966,1462.5535,68,1,2,2,1,4,6,
18288,3033.7026,49,2,5,3,1,2,10,
2797,1462.5535,69,1,2,2,5,5,3,
14267,2281.8236,72,2,5,2,2,8,98,
7274,1781.8139,40,1,4,2,2,2,5,
20225,1808.619,37,2,4,2,1,2,98,
17457,3317.3554,59,1,4,1,1,3,12,
12124,4798.6813,80,2,4,2,1,4,99,
404,1948.825,45,1,4,1,1,2,12,
2410,628.4919,60,1,1,1,1,2,11,
6919,1392.9804,62,1,2,2,1,1,11,
18116,3261.728,36,1,5,1,1,1,6,
10947,803.9434,76,2,1,2,2,3,9,
9393,653.362,50,2,1,2,3,3,98,
13545,699.9581,64,2,1,3,3,3,1,
18170,1244.0083,55,1,3,2,1,3,7,
449,1576.3323,75,1,2,1,5,2,9,
5760,1753.129,79,2,2,2,5,5,3,
6735,952.5401,36,2,3,3,1,3,7,
14767,1721.7901,80,1,2,2,5,3,5,
1730,7404.4327,30,1,6,2,2,2,7,
16419,2067.9275,80,2,4,3,5,4,5,
13643,594.7058,74,1,1,2,4,3,6,
3656,3409.2247,19,1,4,2,3,1,1,
15136,2022.195,39,1,3,3,3,3,4,
4771,1883.4311,55,2,3,2,4,1,9,
5178,905.186,49,1,1,2,4,3,12,
13900,1571.2576,44,2,3,2,4,3,10,
13253,1504.0419,64,2,2,3,2,1,99,
4354,2468.1442,30,1,4,2,1,2,1,
14481,1469.5685,67,2,2,2,2,4,7,
18195,1345.8998,74,1,2,1,2,2,12,
14866,632.845,73,2,1,3,5,1,5,
14020,770.0363,80,2,1,2,5,4,7,
6781,803.9434,75,2,1,2,2,2,7,
4195,1658.6777,57,1,2,2,4,3,98,
8932,6056.4588,23,2,5,2,1,4,6,
18949,1462.5535,67,1,2,4,5,4,6,
7995,1875.6354,29,1,2,2,1,3,10,
6332,1932.4976,77,2,2,2,4,3,6,
7442,1462.5535,67,1,2,2,4,2,5,
17388,2878.9532,52,2,4,2,1,1,12,
18633,2313.2046,63,2,3,1,1,3,10,
19312,1516.8513,45,2,2,2,1,2,8,
9392,1571.2576,44,2,4,2,3,1,3,
19330,569.9119,59,2,1,3,1,2,98,
8778,569.9119,57,2,1,3,2,3,7,
1526,1505.6015,80,1,2,2,3,2,8,
5616,740.6836,41,2,1,2,1,1,10,
3200,3033.7026,48,2,4,3,2,5,2,
7151,569.9119,56,2,1,1,1,1,12,
7145,1555.6438,59,1,4,9,2,3,12,
16756,1886.2638,34,2,2,2,5,1,98,
8876,1603.3707,29,1,1,2,1,1,11,
8522,4311.2822,17,2,6,7,5,1,2,
10856,2985.5032,27,2,2,2,1,3,9,
17887,1059.9234,24,2,1,2,1,1,7,
1580,3832.0025,42,1,6,2,2,3,98,
11708,2022.195,36,1,4,2,1,2,11,
6441,1374.7376,26,2,1,1,4,2,5,
12375,2586.7693,15,2,5,7,5,2,1,
2335,665.2724,80,1,1,1,4,3,10,
6835,4255.1033,20,1,4,1,1,3,2,
12017,594.7058,71,1,1,2,4,1,98,
4296,699.9581,60,2,1,2,2,2,6,
11217,2295.2874,31,1,3,1,1,2,8,
7476,2313.2046,60,2,3,2,1,1,11,
15499,569.9119,59,2,1,3,1,4,9,
3605,3486.8648,25,2,2,2,1,1,4,
12630,1841.049,76,1,2,3,5,5,8,
9643,4210.8799,26,1,2,2,2,2,98,
6456,3406.0579,26,2,3,3,5,1,4,
21645,734.0358,63,1,1,2,1,2,10,
21590,2440.9053,39,1,2,2,3,3,11,
6619,956.4646,41,1,1,3,4,2,5,
18180,1849.9865,53,1,2,1,1,3,5,
21889,840.6054,54,2,3,3,2,5,4,
15437,4244.1194,23,2,3,3,4,4,6,
6690,1990.8714,15,1,4,7,5,4,1,
12881,1692.7528,49,2,3,1,2,2,12,
17990,5658.8258,23,2,4,1,1,2,1,
21152,2081.0375,41,1,4,2,1,2,12,
8202,817.5035,64,2,1,3,4,2,8,
5187,956.4646,44,1,1,2,5,3,5,
14155,3874.4456,56,1,4,3,2,3,8,
4687,694.5759,73,1,1,2,2,4,7,
19417,3021.1707,15,2,3,7,5,2,1,
18602,885.7896,47,2,3,4,4,4,5,
8877,2112.344,35,2,3,1,1,3,12,
9152,714.0258,67,2,1,9,5,2,5,
19209,938.9513,76,2,1,2,4,3,98,
9991,1872.628,26,1,1,1,4,1,8,
14353,804.0996,48,2,1,4,5,5,4,
21768,3640.2692,47,1,4,2,3,2,8,
7646,834.6862,54,1,1,3,5,2,11,
7928,1849.9865,53,1,2,1,2,3,10,
6196,899.3501,80,2,1,1,2,3,99,
19507,1611.7708,70,2,2,2,2,1,7,
4006,3726.7748,44,2,3,3,8,8,98,
15892,980.804,50,2,1,4,3,5,3,
9703,6634.6234,21,1,4,2,3,2,4,
12259,2309.7716,50,1,4,1,2,1,12,
12391,1712.6965,74,2,6,3,4,3,5,
18187,1155.9513,80,2,1,2,5,2,98,
21286,1050.7524,64,2,1,4,2,5,6,
18546,1429.9195,38,2,3,8,4,1,98,
17989,2305.6796,28,2,3,4,2,3,2,
231,2588.7778,19,2,5,2,5,3,4,
15747,2063.7075,27,2,1,3,3,2,3,
8800,3561.0309,32,1,2,2,2,3,11,
7567,1303.8662,34,2,1,3,2,5,6,
20028,1838.332,56,2,2,2,2,5,7,
9179,950.0045,70,2,1,1,3,2,98,
9547,917.7506,67,2,1,4,4,3,7,
16898,3137.3408,35,1,2,2,4,3,6,
4880,1072.8377,54,1,1,1,1,1,6,
17164,1155.9513,80,2,1,2,2,4,7,
14263,1050.7524,62,2,1,2,1,1,6,
12471,1838.332,57,2,2,2,2,1,11,
18687,2091.0929,61,1,2,1,2,1,12,
8026,3104.2997,80,2,2,2,4,4,99,
9307,2377.8219,54,1,2,1,4,3,10,
2274,2913.4922,31,2,4,2,4,2,6,
11551,998.6833,80,1,1,1,5,1,98,
21616,2715.0349,37,2,3,1,1,2,6,
8532,2091.0929,62,1,2,2,2,3,7,
14588,3636.6968,22,2,2,1,3,1,4,
7735,2091.0929,61,1,2,2,2,1,7,
9846,2020.4172,74,1,2,2,5,2,6,
2089,6238.5405,47,1,4,3,4,5,8,
15765,2358.7164,40,2,4,2,1,2,5,
8017,6387.6107,21,1,4,3,3,2,4,
14887,919.166,55,2,2,1,4,1,1,
18160,1084.6846,57,1,1,2,5,3,8,
6923,1033.5241,48,2,1,4,2,4,3,
12443,3035.6476,36,1,4,1,2,2,98,
18760,2358.7164,44,2,5,2,2,3,11,
16168,2925.5072,47,1,4,3,2,1,11,
14271,1884.8935,59,2,2,2,4,1,98,
646,2001.304,66,2,2,3,2,2,8,
6624,2765.9714,32,2,3,3,5,3,3,
9783,3705.0909,30,1,3,2,2,2,11,
5900,2195.5336,68,1,2,2,5,3,7,
22413,2020.4172,73,1,2,3,5,2,7,
19703,1919.8616,68,1,2,1,3,1,8,
8420,950.0045,70,2,1,4,1,3,5,
15902,1838.332,55,2,2,1,5,1,8,
9231,3415.5653,49,2,3,2,4,3,8,
20024,2071.6388,71,2,2,2,2,3,99,
16517,3734.9225,57,1,3,3,4,3,8,
3723,2257.8145,60,2,2,2,5,2,98,
21800,3694.1296,50,1,3,2,2,2,11,
20608,2107.5121,50,2,2,2,2,1,10,
16968,3883.1667,15,2,3,7,5,2,1,
3981,2558.9038,16,1,2,7,5,1,2,
6710,950.0045,70,2,1,2,4,3,7,
3392,3694.1296,51,1,5,1,1,1,12,
5501,2315.0007,63,2,2,2,3,2,7,
8172,943.4698,61,1,1,1,4,2,10,
16825,2091.0929,60,1,2,1,2,3,98,
10533,855.5317,55,2,1,1,4,3,98,
4892,3425.3929,72,2,3,4,5,3,4,
14443,3241.337,53,2,3,2,2,2,1,
18029,9222.7185,27,2,4,2,1,2,6,
14171,1712.6965,74,2,3,3,2,1,5,
15354,1456.7461,30,2,3,2,3,1,8,
196,2277.0436,48,2,3,3,1,5,4,
10195,2674.796,40,1,5,2,1,5,8,
3746,3883.1667,16,2,4,7,5,2,2,
6091,5455.0452,21,2,4,1,3,1,1,
3023,2031.2485,64,1,3,2,1,2,12,
18708,2366.3343,75,1,2,2,2,3,7,
8144,2001.304,68,2,2,3,5,3,4,
18444,5117.8077,18,1,4,2,4,2,2,
10641,1229.3616,43,1,1,2,4,3,98,
3380,1838.332,58,2,2,2,4,1,98,
16130,2315.0007,64,2,2,2,5,2,98,
17068,2925.5072,48,1,5,3,2,3,11,
17800,943.4698,62,1,1,4,2,4,5,
6553,966.4984,42,2,4,2,1,2,7,
745,1498.3966,80,2,1,3,5,4,6,
18777,1919.8616,69,1,2,2,4,4,98,
12837,2175.7265,45,2,4,1,2,2,7,
13217,2913.4922,32,2,2,2,1,3,1,
3711,771.6669,62,2,2,3,1,2,10,
9723,2366.3343,75,1,2,2,5,4,4,
6483,1279.855,36,2,1,3,3,5,7,
15594,1242.2583,41,2,5,4,2,2,8,
9674,3119.2703,46,1,2,1,3,2,7,
16845,917.7506,67,2,1,2,5,3,6,
8805,2900.9971,76,2,3,3,2,1,8,
11945,3293.3005,65,1,3,1,1,2,10,
687,1155.9513,80,2,1,2,2,3,6,
15983,2091.0929,61,1,2,2,1,2,98,
17817,2404.0792,57,1,2,2,5,1,7,
13611,2107.5121,53,2,2,3,2,2,5,
18465,950.0045,73,2,1,3,2,2,6,
4552,2925.5072,47,1,3,2,1,2,11,
9493,2484.5166,42,2,2,2,2,3,9,
8103,2876.2334,42,1,2,2,3,1,6,
3758,1138.5218,47,2,4,3,2,2,7,
9650,1919.8616,69,1,2,1,5,4,7,
11900,2820.6552,24,1,2,3,2,3,5,
1438,2765.9714,33,2,4,2,1,2,11,
14917,818.7257,17,2,3,7,5,1,1,
2557,691.9491,80,2,2,2,5,4,3,
4455,425.8917,57,2,2,3,2,2,6,
12691,195.2935,75,2,1,3,5,5,4,
20458,217.6834,52,1,1,1,1,2,11,
14118,314.8291,80,2,1,2,4,3,99,
13718,195.2935,78,2,1,2,1,2,6,
14359,694.0726,45,2,2,3,2,4,4,
22195,353.3283,51,2,2,3,5,3,4,
15238,383.3916,67,1,2,2,5,4,7,
20846,383.3916,66,1,2,2,4,2,10,
11638,757.3834,43,2,4,2,5,3,3,
19406,227.2212,55,1,2,2,5,3,4,
9383,357.9218,41,2,3,2,3,3,8,
17235,483.1847,72,2,2,3,5,2,4,
125,675.4635,47,2,2,1,2,1,99,
11448,402.0304,80,1,1,1,5,1,5,
21994,1325.421,41,2,6,3,2,4,3,
12588,414.4729,59,2,2,2,2,2,5,
6147,476.8232,73,1,2,2,2,1,8,
14844,197.848,72,2,1,3,2,1,6,
6660,402.2162,39,2,2,2,2,2,5,
14918,436.1114,61,2,2,1,1,2,11,
21865,314.8291,80,2,1,2,1,1,10,
16547,436.1114,60,2,2,2,1,3,7,
18707,314.8291,80,2,1,3,5,1,5,
2213,522.3569,68,2,2,2,2,4,6,
238,544.5938,54,2,3,2,2,3,10,
611,197.848,74,2,1,3,5,5,5,
12459,195.2935,76,2,1,3,5,5,99,
20661,402.0304,80,1,1,2,2,3,8,
16949,448.1263,64,2,2,3,1,2,2,
17974,481.5051,33,2,4,2,4,2,6,
4088,353.3283,50,2,2,3,5,4,3,
10304,522.3569,67,2,2,2,5,2,99,
20898,454.4424,58,1,2,1,2,2,6,
2592,601.1522,30,1,2,1,2,1,12,
2000,764.1696,32,2,4,2,2,2,5,
20785,818.7257,19,2,3,2,3,2,2,
19009,492.1117,60,1,2,3,5,2,7,
8166,441.0277,23,2,3,2,2,2,98,
