,RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,hsd_dif_sqr
5863,10267,4146.6942,55,1,6,3,2,3,8,12.292626721605528
5864,8280,998.1560000000001,80,2,1,3,4,3,8,2.231784287908177
5865,3555,1571.2576,42,2,4,2,1,1,6,2.268289748126587
5866,3672,1753.129,76,2,2,8,5,4,98,0.24395277464764714
5867,3138,1535.9272,28,2,6,2,2,1,5,12.292626721605528
5868,6895,3261.728,35,1,3,3,1,4,10,0.25612126138711716
5869,17892,1380.021,73,2,2,1,1,4,8,0.24395277464764714
5870,17904,1608.5348,42,2,2,2,3,1,98,0.24395277464764714
5871,12964,1538.6531,51,1,3,4,3,3,1,0.25612126138711716
5872,3084,1333.1675,66,2,2,1,4,1,7,0.24395277464764714
5873,16100,2488.0165,55,1,3,2,3,3,11,0.25612126138711716
5874,7045,628.4919,64,1,1,3,1,1,2,2.231784287908177
5875,18603,699.9581,61,2,1,2,1,2,9,2.231784287908177
5876,12923,3281.1232,50,1,4,3,1,1,8,2.268289748126587
5877,11308,3633.8753,22,2,3,9,3,1,98,0.25612126138711716
5878,2493,1842.5503,33,2,3,3,1,2,99,0.25612126138711716
5879,1564,2022.195,37,1,4,2,1,3,10,2.268289748126587
5880,21647,1038.9501,45,1,2,2,3,3,5,0.24395277464764714
5881,5698,722.562,57,1,1,3,3,1,5,2.231784287908177
5882,6959,1808.619,35,2,5,3,3,1,99,6.280458234866058
5883,4334,740.6836,40,2,1,4,1,3,12,2.231784287908177
5884,7371,1333.1675,69,2,2,2,1,2,98,0.24395277464764714
5885,12479,688.4815,49,2,1,2,3,1,10,2.231784287908177
5886,3789,770.0363,80,2,1,1,4,8,98,2.231784287908177
5887,709,4255.1033,21,1,4,1,3,1,3,2.268289748126587
5888,13652,1601.476,59,1,2,2,1,2,12,0.24395277464764714
5889,16447,1571.2576,40,2,4,2,1,1,12,2.268289748126587
5890,1600,2204.3527,69,2,3,4,1,3,99,0.25612126138711716
5891,18935,1380.021,72,2,2,2,4,4,5,0.24395277464764714
5892,1823,1504.0419,61,2,2,1,1,2,7,0.24395277464764714
5893,6930,722.562,59,1,1,2,3,1,98,2.231784287908177
5894,9300,2916.3151,26,2,5,3,3,1,3,6.280458234866058
5895,5115,1380.021,71,2,2,2,4,2,6,0.24395277464764714
5896,18807,611.3591,68,2,1,4,3,3,4,2.231784287908177
5897,13805,1753.129,76,2,2,2,5,2,1,0.24395277464764714
5898,11854,1883.4311,58,2,3,1,2,2,9,0.25612126138711716
5899,19855,1224.6039,56,2,2,2,4,4,98,0.24395277464764714
5900,4464,2511.2415,55,2,4,3,3,3,2,2.268289748126587
5901,1425,628.4919,61,1,1,2,1,2,10,2.231784287908177
5902,12042,1576.3323,79,1,2,1,1,1,10,0.24395277464764714
5903,11173,1608.5348,43,2,2,2,3,4,4,0.24395277464764714
5904,3255,1753.129,76,2,2,1,1,3,10,0.24395277464764714
5905,4882,688.4815,46,2,1,3,2,2,5,2.231784287908177
5906,12294,1948.825,45,1,4,2,1,1,6,2.268289748126587
5907,13058,2916.3151,28,2,5,2,2,2,3,6.280458234866058
5908,21763,1555.6438,59,1,3,3,5,5,5,0.25612126138711716
5909,7161,722.562,57,1,1,3,5,2,7,2.231784287908177
5910,15322,5966.1433,19,1,6,2,3,1,1,12.292626721605528
5911,8619,1704.6124,18,1,3,3,5,1,98,0.25612126138711716
5912,13675,1808.619,35,2,5,3,2,2,9,6.280458234866058
5913,4756,611.3591,66,2,1,1,1,3,9,2.231784287908177
5914,20466,1851.5275,38,2,2,1,1,1,6,0.24395277464764714
5915,935,722.562,56,1,1,3,1,2,8,2.231784287908177
5916,21188,740.6836,40,2,1,3,1,2,10,2.231784287908177
5917,6697,653.362,52,2,1,2,3,5,5,2.231784287908177
5918,17024,1808.619,35,2,4,2,1,1,2,2.268289748126587
5919,20527,770.0363,80,2,1,3,4,2,5,2.231784287908177
5920,15192,1842.5503,34,2,4,2,2,1,6,2.268289748126587
5921,1069,1781.8139,43,1,3,2,2,3,12,0.25612126138711716
5922,13125,2022.195,37,1,4,4,4,4,8,2.268289748126587
5923,1657,2164.1024,60,1,3,2,2,2,8,0.25612126138711716
5924,19075,632.845,73,2,1,3,5,3,5,2.231784287908177
5925,20423,611.3591,66,2,1,2,1,3,98,2.231784287908177
5926,18630,653.362,51,2,1,3,4,1,8,2.231784287908177
5927,15823,1504.0419,63,2,2,3,3,4,10,0.24395277464764714
5928,11189,2916.3151,27,2,3,2,2,1,3,0.25612126138711716
5929,1745,653.362,51,2,1,2,1,2,98,2.231784287908177
5930,4858,4137.6483,44,2,6,3,4,1,7,12.292626721605528
5931,2116,4255.1033,23,1,4,2,2,3,2,2.268289748126587
5932,3178,3605.4152,27,1,2,2,2,2,7,0.24395277464764714
5933,20766,970.4106,33,2,5,3,2,4,6,6.280458234866058
5934,423,699.9581,64,2,1,3,5,5,5,2.231784287908177
5935,4068,722.562,59,1,1,3,3,5,4,2.231784287908177
5936,17948,1439.4766,50,2,2,3,9,8,98,0.24395277464764714
5937,11966,1462.5535,68,1,2,2,1,4,6,0.24395277464764714
5938,18288,3033.7026,49,2,5,3,1,2,10,6.280458234866058
5939,2797,1462.5535,69,1,2,2,5,5,3,0.24395277464764714
5940,14267,2281.8236,72,2,5,2,2,8,98,6.280458234866058
5941,7274,1781.8139,40,1,4,2,2,2,5,2.268289748126587
5942,20225,1808.619,37,2,4,2,1,2,98,2.268289748126587
5943,17457,3317.3554,59,1,4,1,1,3,12,2.268289748126587
5944,12124,4798.6813,80,2,4,2,1,4,99,2.268289748126587
5945,404,1948.825,45,1,4,1,1,2,12,2.268289748126587
5946,2410,628.4919,60,1,1,1,1,2,11,2.231784287908177
5947,6919,1392.9804,62,1,2,2,1,1,11,0.24395277464764714
5948,18116,3261.728,36,1,5,1,1,1,6,6.280458234866058
5949,10947,803.9434,76,2,1,2,2,3,9,2.231784287908177
5950,9393,653.362,50,2,1,2,3,3,98,2.231784287908177
5951,13545,699.9581,64,2,1,3,3,3,1,2.231784287908177
5952,18170,1244.0083,55,1,3,2,1,3,7,0.25612126138711716
5953,449,1576.3323,75,1,2,1,5,2,9,0.24395277464764714
5954,5760,1753.129,79,2,2,2,5,5,3,0.24395277464764714
5955,6735,952.5401,36,2,3,3,1,3,7,0.25612126138711716
5956,14767,1721.7901,80,1,2,2,5,3,5,0.24395277464764714
5957,1730,7404.4327,30,1,6,2,2,2,7,12.292626721605528
5958,16419,2067.9275,80,2,4,3,5,4,5,2.268289748126587
5959,13643,594.7058,74,1,1,2,4,3,6,2.231784287908177
5960,3656,3409.2247,19,1,4,2,3,1,1,2.268289748126587
5961,15136,2022.195,39,1,3,3,3,3,4,0.25612126138711716
5962,4771,1883.4311,55,2,3,2,4,1,9,0.25612126138711716
5963,5178,905.186,49,1,1,2,4,3,12,2.231784287908177
5964,13900,1571.2576,44,2,3,2,4,3,10,0.25612126138711716
5965,13253,1504.0419,64,2,2,3,2,1,99,0.24395277464764714
5966,4354,2468.1442,30,1,4,2,1,2,1,2.268289748126587
5967,14481,1469.5685,67,2,2,2,2,4,7,0.24395277464764714
5968,18195,1345.8998,74,1,2,1,2,2,12,0.24395277464764714
5969,14866,632.845,73,2,1,3,5,1,5,2.231784287908177
5970,14020,770.0363,80,2,1,2,5,4,7,2.231784287908177
5971,6781,803.9434,75,2,1,2,2,2,7,2.231784287908177
5972,4195,1658.6777,57,1,2,2,4,3,98,0.24395277464764714
5973,8932,6056.4588,23,2,5,2,1,4,6,6.280458234866058
5974,18949,1462.5535,67,1,2,4,5,4,6,0.24395277464764714
5975,7995,1875.6354,29,1,2,2,1,3,10,0.24395277464764714
5976,6332,1932.4976,77,2,2,2,4,3,6,0.24395277464764714
5977,7442,1462.5535,67,1,2,2,4,2,5,0.24395277464764714
5978,17388,2878.9532,52,2,4,2,1,1,12,2.268289748126587
5979,18633,2313.2046,63,2,3,1,1,3,10,0.25612126138711716
5980,19312,1516.8513,45,2,2,2,1,2,8,0.24395277464764714
5981,9392,1571.2576,44,2,4,2,3,1,3,2.268289748126587
5982,19330,569.9119,59,2,1,3,1,2,98,2.231784287908177
5983,8778,569.9119,57,2,1,3,2,3,7,2.231784287908177
5984,1526,1505.6015,80,1,2,2,3,2,8,0.24395277464764714
5985,5616,740.6836,41,2,1,2,1,1,10,2.231784287908177
5986,3200,3033.7026,48,2,4,3,2,5,2,2.268289748126587
5987,7151,569.9119,56,2,1,1,1,1,12,2.231784287908177
5988,7145,1555.6438,59,1,4,9,2,3,12,2.268289748126587
5989,16756,1886.2638,34,2,2,2,5,1,98,0.24395277464764714
5990,8876,1603.3707,29,1,1,2,1,1,11,2.231784287908177
5991,8522,4311.2822,17,2,6,7,5,1,2,12.292626721605528
5992,10856,2985.5032,27,2,2,2,1,3,9,0.24395277464764714
5993,17887,1059.9234,24,2,1,2,1,1,7,2.231784287908177
5994,1580,3832.0025,42,1,6,2,2,3,98,12.292626721605528
5995,11708,2022.195,36,1,4,2,1,2,11,2.268289748126587
5996,6441,1374.7376,26,2,1,1,4,2,5,2.231784287908177
5997,12375,2586.7693,15,2,5,7,5,2,1,6.280458234866058
5998,2335,665.2724,80,1,1,1,4,3,10,2.231784287908177
5999,6835,4255.1033,20,1,4,1,1,3,2,2.268289748126587
6000,12017,594.7058,71,1,1,2,4,1,98,2.231784287908177
6001,4296,699.9581,60,2,1,2,2,2,6,2.231784287908177
6002,11217,2295.2874,31,1,3,1,1,2,8,0.25612126138711716
6003,7476,2313.2046,60,2,3,2,1,1,11,0.25612126138711716
6004,15499,569.9119,59,2,1,3,1,4,9,2.231784287908177
6005,3605,3486.8648,25,2,2,2,1,1,4,0.24395277464764714
6006,12630,1841.049,76,1,2,3,5,5,8,0.24395277464764714
6007,9643,4210.8799,26,1,2,2,2,2,98,0.24395277464764714
6008,6456,3406.0579,26,2,3,3,5,1,4,0.25612126138711716
6009,21645,734.0358,63,1,1,2,1,2,10,2.231784287908177
6010,21590,2440.9053,39,1,2,2,3,3,11,0.24395277464764714
6011,6619,956.4646,41,1,1,3,4,2,5,2.231784287908177
6012,18180,1849.9865,53,1,2,1,1,3,5,0.24395277464764714
6013,21889,840.6054,54,2,3,3,2,5,4,0.25612126138711716
6014,15437,4244.1194,23,2,3,3,4,4,6,0.25612126138711716
6015,6690,1990.8714,15,1,4,7,5,4,1,2.268289748126587
6016,12881,1692.7528,49,2,3,1,2,2,12,0.25612126138711716
6017,17990,5658.8258,23,2,4,1,1,2,1,2.268289748126587
6018,21152,2081.0375,41,1,4,2,1,2,12,2.268289748126587
6019,8202,817.5035,64,2,1,3,4,2,8,2.231784287908177
6020,5187,956.4646,44,1,1,2,5,3,5,2.231784287908177
6021,14155,3874.4456,56,1,4,3,2,3,8,2.268289748126587
6022,4687,694.5759,73,1,1,2,2,4,7,2.231784287908177
6023,19417,3021.1707,15,2,3,7,5,2,1,0.25612126138711716
6024,18602,885.7896,47,2,3,4,4,4,5,0.25612126138711716
6025,8877,2112.344,35,2,3,1,1,3,12,0.25612126138711716
6026,9152,714.0258,67,2,1,9,5,2,5,2.231784287908177
6027,19209,938.9513,76,2,1,2,4,3,98,2.231784287908177
6028,9991,1872.628,26,1,1,1,4,1,8,2.231784287908177
6029,14353,804.0996,48,2,1,4,5,5,4,2.231784287908177
6030,21768,3640.2692,47,1,4,2,3,2,8,2.268289748126587
6031,7646,834.6862,54,1,1,3,5,2,11,2.231784287908177
6032,7928,1849.9865,53,1,2,1,2,3,10,0.24395277464764714
6033,6196,899.3501,80,2,1,1,2,3,99,2.231784287908177
6034,19507,1611.7708,70,2,2,2,2,1,7,0.24395277464764714
6035,4006,3726.7748,44,2,3,3,8,8,98,0.25612126138711716
6036,15892,980.804,50,2,1,4,3,5,3,2.231784287908177
6037,9703,6634.6234,21,1,4,2,3,2,4,2.268289748126587
6038,12259,2309.7716,50,1,4,1,2,1,12,2.268289748126587
6039,12391,1712.6965,74,2,6,3,4,3,5,12.292626721605528
6040,18187,1155.9513,80,2,1,2,5,2,98,2.231784287908177
6041,21286,1050.7524,64,2,1,4,2,5,6,2.231784287908177
6042,18546,1429.9195,38,2,3,8,4,1,98,0.25612126138711716
6043,17989,2305.6796,28,2,3,4,2,3,2,0.25612126138711716
6044,231,2588.7778,19,2,5,2,5,3,4,6.280458234866058
6045,15747,2063.7075,27,2,1,3,3,2,3,2.231784287908177
6046,8800,3561.0309,32,1,2,2,2,3,11,0.24395277464764714
6047,7567,1303.8662,34,2,1,3,2,5,6,2.231784287908177
6048,20028,1838.332,56,2,2,2,2,5,7,0.24395277464764714
6049,9179,950.0045,70,2,1,1,3,2,98,2.231784287908177
6050,9547,917.7506,67,2,1,4,4,3,7,2.231784287908177
6051,16898,3137.3408,35,1,2,2,4,3,6,0.24395277464764714
6052,4880,1072.8377,54,1,1,1,1,1,6,2.231784287908177
6053,17164,1155.9513,80,2,1,2,2,4,7,2.231784287908177
6054,14263,1050.7524,62,2,1,2,1,1,6,2.231784287908177
6055,12471,1838.332,57,2,2,2,2,1,11,0.24395277464764714
6056,18687,2091.0929,61,1,2,1,2,1,12,0.24395277464764714
6057,8026,3104.2997,80,2,2,2,4,4,99,0.24395277464764714
6058,9307,2377.8219,54,1,2,1,4,3,10,0.24395277464764714
6059,2274,2913.4922,31,2,4,2,4,2,6,2.268289748126587
6060,11551,998.6833,80,1,1,1,5,1,98,2.231784287908177
6061,21616,2715.0349,37,2,3,1,1,2,6,0.25612126138711716
6062,8532,2091.0929,62,1,2,2,2,3,7,0.24395277464764714
6063,14588,3636.6968,22,2,2,1,3,1,4,0.24395277464764714
6064,7735,2091.0929,61,1,2,2,2,1,7,0.24395277464764714
6065,9846,2020.4172,74,1,2,2,5,2,6,0.24395277464764714
6066,2089,6238.5405,47,1,4,3,4,5,8,2.268289748126587
6067,15765,2358.7164,40,2,4,2,1,2,5,2.268289748126587
6068,8017,6387.6107,21,1,4,3,3,2,4,2.268289748126587
6069,14887,919.166,55,2,2,1,4,1,1,0.24395277464764714
6070,18160,1084.6846,57,1,1,2,5,3,8,2.231784287908177
6071,6923,1033.5241,48,2,1,4,2,4,3,2.231784287908177
6072,12443,3035.6476,36,1,4,1,2,2,98,2.268289748126587
6073,18760,2358.7164,44,2,5,2,2,3,11,6.280458234866058
6074,16168,2925.5072,47,1,4,3,2,1,11,2.268289748126587
6075,14271,1884.8935,59,2,2,2,4,1,98,0.24395277464764714
6076,646,2001.3039999999999,66,2,2,3,2,2,8,0.24395277464764714
6077,6624,2765.9714,32,2,3,3,5,3,3,0.25612126138711716
6078,9783,3705.0909,30,1,3,2,2,2,11,0.25612126138711716
6079,5900,2195.5336,68,1,2,2,5,3,7,0.24395277464764714
6080,22413,2020.4172,73,1,2,3,5,2,7,0.24395277464764714
6081,19703,1919.8616,68,1,2,1,3,1,8,0.24395277464764714
6082,8420,950.0045,70,2,1,4,1,3,5,2.231784287908177
6083,15902,1838.332,55,2,2,1,5,1,8,0.24395277464764714
6084,9231,3415.5653,49,2,3,2,4,3,8,0.25612126138711716
6085,20024,2071.6388,71,2,2,2,2,3,99,0.24395277464764714
6086,16517,3734.9225,57,1,3,3,4,3,8,0.25612126138711716
6087,3723,2257.8145,60,2,2,2,5,2,98,0.24395277464764714
6088,21800,3694.1296,50,1,3,2,2,2,11,0.25612126138711716
6089,20608,2107.5121,50,2,2,2,2,1,10,0.24395277464764714
6090,16968,3883.1667,15,2,3,7,5,2,1,0.25612126138711716
6091,3981,2558.9038,16,1,2,7,5,1,2,0.24395277464764714
6092,6710,950.0045,70,2,1,2,4,3,7,2.231784287908177
6093,3392,3694.1296,51,1,5,1,1,1,12,6.280458234866058
6094,5501,2315.0007,63,2,2,2,3,2,7,0.24395277464764714
6095,8172,943.4698,61,1,1,1,4,2,10,2.231784287908177
6096,16825,2091.0929,60,1,2,1,2,3,98,0.24395277464764714
6097,10533,855.5317,55,2,1,1,4,3,98,2.231784287908177
6098,4892,3425.3929,72,2,3,4,5,3,4,0.25612126138711716
6099,14443,3241.337,53,2,3,2,2,2,1,0.25612126138711716
6100,18029,9222.7185,27,2,4,2,1,2,6,2.268289748126587
6101,14171,1712.6965,74,2,3,3,2,1,5,0.25612126138711716
6102,15354,1456.7461,30,2,3,2,3,1,8,0.25612126138711716
6103,196,2277.0436,48,2,3,3,1,5,4,0.25612126138711716
6104,10195,2674.796,40,1,5,2,1,5,8,6.280458234866058
6105,3746,3883.1667,16,2,4,7,5,2,2,2.268289748126587
6106,6091,5455.0452,21,2,4,1,3,1,1,2.268289748126587
6107,3023,2031.2485,64,1,3,2,1,2,12,0.25612126138711716
6108,18708,2366.3343,75,1,2,2,2,3,7,0.24395277464764714
6109,8144,2001.3039999999999,68,2,2,3,5,3,4,0.24395277464764714
6110,18444,5117.8077,18,1,4,2,4,2,2,2.268289748126587
6111,10641,1229.3616,43,1,1,2,4,3,98,2.231784287908177
6112,3380,1838.332,58,2,2,2,4,1,98,0.24395277464764714
6113,16130,2315.0007,64,2,2,2,5,2,98,0.24395277464764714
6114,17068,2925.5072,48,1,5,3,2,3,11,6.280458234866058
6115,17800,943.4698,62,1,1,4,2,4,5,2.231784287908177
6116,6553,966.4984,42,2,4,2,1,2,7,2.268289748126587
6117,745,1498.3966,80,2,1,3,5,4,6,2.231784287908177
6118,18777,1919.8616,69,1,2,2,4,4,98,0.24395277464764714
6119,12837,2175.7265,45,2,4,1,2,2,7,2.268289748126587
6120,13217,2913.4922,32,2,2,2,1,3,1,0.24395277464764714
6121,3711,771.6669,62,2,2,3,1,2,10,0.24395277464764714
6122,9723,2366.3343,75,1,2,2,5,4,4,0.24395277464764714
6123,6483,1279.855,36,2,1,3,3,5,7,2.231784287908177
6124,15594,1242.2583,41,2,5,4,2,2,8,6.280458234866058
6125,9674,3119.2703,46,1,2,1,3,2,7,0.24395277464764714
6126,16845,917.7506,67,2,1,2,5,3,6,2.231784287908177
6127,8805,2900.9971,76,2,3,3,2,1,8,0.25612126138711716
6128,11945,3293.3005,65,1,3,1,1,2,10,0.25612126138711716
6129,687,1155.9513,80,2,1,2,2,3,6,2.231784287908177
6130,15983,2091.0929,61,1,2,2,1,2,98,0.24395277464764714
6131,17817,2404.0792,57,1,2,2,5,1,7,0.24395277464764714
6132,13611,2107.5121,53,2,2,3,2,2,5,0.24395277464764714
6133,18465,950.0045,73,2,1,3,2,2,6,2.231784287908177
6134,4552,2925.5072,47,1,3,2,1,2,11,0.25612126138711716
6135,9493,2484.5166,42,2,2,2,2,3,9,0.24395277464764714
6136,8103,2876.2334,42,1,2,2,3,1,6,0.24395277464764714
6137,3758,1138.5218,47,2,4,3,2,2,7,2.268289748126587
6138,9650,1919.8616,69,1,2,1,5,4,7,0.24395277464764714
6139,11900,2820.6552,24,1,2,3,2,3,5,0.24395277464764714
6140,1438,2765.9714,33,2,4,2,1,2,11,2.268289748126587
6141,14917,818.7257,17,2,3,7,5,1,1,0.25612126138711716
6142,2557,691.9491,80,2,2,2,5,4,3,0.24395277464764714
6143,4455,425.8917,57,2,2,3,2,2,6,0.24395277464764714
6144,12691,195.2935,75,2,1,3,5,5,4,2.231784287908177
6145,20458,217.6834,52,1,1,1,1,2,11,2.231784287908177
6146,14118,314.8291,80,2,1,2,4,3,99,2.231784287908177
6147,13718,195.2935,78,2,1,2,1,2,6,2.231784287908177
6148,14359,694.0726,45,2,2,3,2,4,4,0.24395277464764714
6149,22195,353.3283,51,2,2,3,5,3,4,0.24395277464764714
6150,15238,383.3916,67,1,2,2,5,4,7,0.24395277464764714
6151,20846,383.3916,66,1,2,2,4,2,10,0.24395277464764714
6152,11638,757.3834,43,2,4,2,5,3,3,2.268289748126587
6153,19406,227.2212,55,1,2,2,5,3,4,0.24395277464764714
6154,9383,357.9218,41,2,3,2,3,3,8,0.25612126138711716
6155,17235,483.1847,72,2,2,3,5,2,4,0.24395277464764714
6156,125,675.4635,47,2,2,1,2,1,99,0.24395277464764714
6157,11448,402.0304,80,1,1,1,5,1,5,2.231784287908177
6158,21994,1325.421,41,2,6,3,2,4,3,12.292626721605528
6159,12588,414.4729,59,2,2,2,2,2,5,0.24395277464764714
6160,6147,476.8232,73,1,2,2,2,1,8,0.24395277464764714
6161,14844,197.84799999999998,72,2,1,3,2,1,6,2.231784287908177
6162,6660,402.2162,39,2,2,2,2,2,5,0.24395277464764714
6163,14918,436.1114,61,2,2,1,1,2,11,0.24395277464764714
6164,21865,314.8291,80,2,1,2,1,1,10,2.231784287908177
6165,16547,436.1114,60,2,2,2,1,3,7,0.24395277464764714
6166,18707,314.8291,80,2,1,3,5,1,5,2.231784287908177
6167,2213,522.3569,68,2,2,2,2,4,6,0.24395277464764714
6168,238,544.5938,54,2,3,2,2,3,10,0.25612126138711716
6169,611,197.84799999999998,74,2,1,3,5,5,5,2.231784287908177
6170,12459,195.2935,76,2,1,3,5,5,99,2.231784287908177
6171,20661,402.0304,80,1,1,2,2,3,8,2.231784287908177
6172,16949,448.1263,64,2,2,3,1,2,2,0.24395277464764714
6173,17974,481.5051,33,2,4,2,4,2,6,2.268289748126587
6174,4088,353.3283,50,2,2,3,5,4,3,0.24395277464764714
6175,10304,522.3569,67,2,2,2,5,2,99,0.24395277464764714
6176,20898,454.4424,58,1,2,1,2,2,6,0.24395277464764714
6177,2592,601.1522,30,1,2,1,2,1,12,0.24395277464764714
6178,2000,764.1696,32,2,4,2,2,2,5,2.268289748126587
6179,20785,818.7257,19,2,3,2,3,2,2,0.25612126138711716
6180,19009,492.1117,60,1,2,3,5,2,7,0.24395277464764714
6181,8166,441.0277,23,2,3,2,2,2,98,0.25612126138711716
6182,6970,502.9385,43,1,2,2,1,3,10,0.24395277464764714
6183,17942,568.0376,42,2,4,3,2,4,6,2.268289748126587
6184,22333,145.0919,68,1,1,4,5,2,4,2.231784287908177
6185,20671,672.1895,60,2,3,2,5,2,1,0.25612126138711716
6186,12194,383.3916,66,1,2,3,2,2,5,0.24395277464764714
6187,15567,203.2139,57,1,1,4,5,4,3,2.231784287908177
6188,812,894.1331,18,1,3,2,2,2,2,0.25612126138711716
6189,783,312.2992,49,2,1,4,3,5,4,2.231784287908177
6190,20810,492.1117,63,1,2,2,5,3,5,0.24395277464764714
6191,22054,434.8415,71,2,2,2,5,4,4,0.24395277464764714
6192,20066,476.9462,77,2,2,2,2,2,6,0.24395277464764714
6193,16469,740.0846,47,1,4,1,1,1,11,2.268289748126587
6194,21556,919.6181,80,1,2,2,5,2,6,0.24395277464764714
6195,15101,237.6666,67,2,1,2,1,2,8,2.231784287908177
6196,1269,545.8172,18,2,3,2,5,2,2,0.25612126138711716
6197,11864,237.6666,65,2,1,2,1,3,9,2.231784287908177
6198,6200,740.0305,20,1,3,2,2,2,3,0.25612126138711716
6199,11256,191.6307,58,2,1,4,5,5,3,2.231784287908177
6200,15576,919.6181,80,1,2,2,2,3,7,0.24395277464764714
6201,11215,971.1998,21,2,4,2,2,1,2,2.268289748126587
6202,2928,383.3916,67,1,2,3,5,4,5,0.24395277464764714
6203,12612,894.1331,19,1,3,2,5,2,1,0.25612126138711716
6204,8472,414.4729,57,2,2,2,5,8,98,0.24395277464764714
6205,21886,472.0086,55,1,2,3,5,4,3,0.24395277464764714
6206,20569,1041.1089,49,2,3,2,4,3,8,0.25612126138711716
6207,8291,545.8172,15,2,3,7,5,2,1,0.25612126138711716
6208,312,325.1053,39,1,3,2,1,3,10,0.25612126138711716
6209,21688,627.4101,30,1,2,3,1,1,6,0.24395277464764714
6210,12161,414.4729,57,2,2,2,2,2,7,0.24395277464764714
6211,17946,622.2719999999999,35,2,3,2,2,2,6,0.25612126138711716
6212,20698,676.0501,26,2,3,1,4,2,2,0.25612126138711716
6213,11044,818.7257,15,2,4,7,5,3,2,2.268289748126587
6214,6829,766.701,60,1,3,1,3,1,6,0.25612126138711716
6215,16482,436.1114,61,2,2,2,4,3,1,0.24395277464764714
6216,15541,414.0478,45,1,3,2,2,4,8,0.25612126138711716
6217,1538,1192.1774,18,1,4,2,5,2,1,2.268289748126587
6218,117,383.3916,66,1,2,3,5,3,8,0.24395277464764714
6219,10171,894.1331,15,1,6,7,5,1,1,12.292626721605528
6220,3274,522.3569,69,2,2,3,5,2,98,0.24395277464764714
6221,11112,622.2719999999999,39,2,3,3,2,2,8,0.25612126138711716
6222,11996,766.701,62,1,3,1,5,2,12,0.25612126138711716
6223,8647,353.3283,51,2,2,2,4,3,9,0.24395277464764714
6224,19974,509.4464,32,2,3,1,2,3,7,0.25612126138711716
6225,3902,675.4635,47,2,2,1,2,2,8,0.24395277464764714
6226,963,163.3606,52,2,1,2,5,2,5,2.231784287908177
6227,3364,264.6901,31,1,1,9,5,3,6,2.231784287908177
6228,13828,163.3606,54,2,1,2,2,4,5,2.231784287908177
6229,15690,766.701,63,1,3,1,4,2,8,0.25612126138711716
6230,11131,728.3999,20,2,4,3,3,3,2,2.268289748126587
6231,9986,217.6834,50,1,1,1,1,1,98,2.231784287908177
6232,8101,986.7073,22,1,4,2,2,1,7,2.268289748126587
6233,6925,650.2106,38,1,3,2,2,2,7,0.25612126138711716
6234,6891,485.3368,41,1,4,2,2,2,12,2.268289748126587
6235,13937,481.5051,34,2,4,1,2,2,6,2.268289748126587
6236,4319,675.4635,49,2,2,2,2,2,12,0.24395277464764714
6237,21954,485.3368,40,1,4,2,2,3,7,2.268289748126587
6238,17612,392.0951,37,2,3,3,5,4,2,0.25612126138711716
6239,7819,197.84799999999998,72,2,1,4,5,3,4,2.231784287908177
6240,13107,436.1114,62,2,2,2,1,2,10,0.24395277464764714
6241,8441,485.5999,23,2,4,2,5,3,3,2.268289748126587
6242,6173,203.2139,55,1,1,1,1,1,12,2.231784287908177
6243,10918,357.9218,40,2,3,1,1,2,7,0.25612126138711716
6244,13120,454.4424,55,1,2,2,5,3,10,0.24395277464764714
6245,15378,601.1522,30,1,2,2,3,1,9,0.24395277464764714
6246,11982,201.6352,61,2,1,3,5,2,4,2.231784287908177
6247,19356,448.1263,60,2,2,2,5,3,98,0.24395277464764714
6248,10739,234.0053,16,2,3,7,5,1,1,0.25612126138711716
6249,7478,553.8103,38,1,4,2,2,2,6,2.268289748126587
6250,4831,308.1995,52,2,4,2,4,2,11,2.268289748126587
6251,10341,356.103,43,1,4,2,1,3,98,2.268289748126587
6252,5453,226.9288,33,2,3,2,2,2,98,0.25612126138711716
6253,4249,152.6216,75,1,2,2,5,4,98,0.24395277464764714
6254,14449,149.8998,53,2,2,2,3,4,6,0.24395277464764714
6255,14424,353.5269,33,1,2,2,3,1,6,0.24395277464764714
6256,17848,75.508,80,1,1,2,5,1,98,2.231784287908177
6257,13121,298.2178,54,1,2,1,5,3,9,0.24395277464764714
6258,2775,183.2444,65,2,2,1,1,1,12,0.24395277464764714
6259,6093,154.5564,62,1,2,2,1,1,6,0.24395277464764714
6260,15170,401.4581,17,1,2,7,5,3,2,0.24395277464764714
6261,206,75.508,80,1,1,1,5,2,98,2.231784287908177
6262,7000,105.3084,58,2,1,2,2,2,8,2.231784287908177
6263,16487,170.9578,29,2,2,2,3,1,6,0.24395277464764714
6264,5675,85.7674,72,2,1,2,2,1,6,2.231784287908177
6265,19969,152.6216,79,1,2,1,1,2,10,0.24395277464764714
6266,2964,146.1724,69,1,2,1,5,3,5,0.24395277464764714
6267,3922,120.1609,32,2,3,2,1,2,7,0.25612126138711716
6268,6729,85.7674,74,2,1,2,4,4,98,2.231784287908177
6269,13571,146.8094,44,2,2,3,2,3,6,0.24395277464764714
6270,15755,110.9047,80,2,1,2,3,4,4,2.231784287908177
6271,8792,174.6815,49,2,4,4,2,3,8,2.268289748126587
6272,923,228.0844,57,2,2,3,5,3,1,0.24395277464764714
