,RECID,WGHT_PER,AGEC,SEX,HSDSIZEC,FR_Q140,EDU5,SRH_Q110,INCMC,hsd_dif_sqr
10412,12676,607.1464,57,2,1,2,1,3,8,2.231784287908177
10413,3257,820.3457,80,2,1,2,5,3,6,2.231784287908177
10414,387,3495.4913,50,1,4,1,2,3,12,2.268289748126587
10415,7912,3631.9623,18,1,4,2,4,3,2,2.268289748126587
10416,3088,1962.9311,31,2,3,2,1,1,6,0.25612126138711716
10417,21808,2006.4828,57,2,4,3,1,4,7,2.268289748126587
10418,15601,2337.1615,66,1,3,1,1,1,12,0.25612126138711716
10419,7488,1483.989,60,1,2,2,3,4,2,0.24395277464764714
10420,21259,1033.8112,32,2,3,2,4,3,5,0.25612126138711716
10421,22112,761.3623,51,1,1,1,4,3,6,2.231784287908177
10422,4371,2300.2845,54,2,3,2,2,2,10,0.25612126138711716
10423,8590,2067.6224,32,2,2,2,3,3,7,0.24395277464764714
10424,14661,1362.471,69,1,2,2,1,1,8,0.24395277464764714
10425,20573,1433.8325,70,1,2,2,1,4,1,0.24395277464764714
10426,19132,1706.1065,59,1,2,3,3,4,3,0.24395277464764714
10427,5503,2580.8601,22,2,2,2,1,2,3,0.24395277464764714
10428,19902,1304.6119,55,2,2,2,4,4,98,0.24395277464764714
10429,1629,856.4681,75,2,1,3,5,3,5,2.231784287908177
10430,11758,2445.2472,31,1,3,2,1,2,10,0.25612126138711716
10431,9033,607.1464,58,2,1,2,4,2,9,2.231784287908177
10432,9040,696.0486,54,2,1,3,2,5,9,2.231784287908177
10433,6600,607.1464,56,2,1,2,4,2,8,2.231784287908177
10434,15726,733.4626,45,2,1,2,2,5,5,2.231784287908177
10435,16575,856.4681,78,2,1,3,1,5,10,2.231784287908177
10436,16685,2755.7727,17,2,4,7,5,3,1,2.268289748126587
10437,276,1636.2751,25,2,2,3,2,3,8,0.24395277464764714
10438,19014,2348.3714,69,2,4,8,2,2,98,2.268289748126587
10439,17043,964.3252,49,1,1,1,2,4,8,2.231784287908177
10440,18814,2423.9294,48,2,4,3,1,2,6,2.268289748126587
10441,7512,2701.2598,35,2,4,4,2,4,6,2.268289748126587
10442,17088,6206.8884,46,1,6,3,1,3,98,12.292626721605528
10443,18410,2751.9378,33,2,3,4,2,3,4,0.25612126138711716
10444,12023,1351.9389999999999,47,1,1,3,3,3,9,2.231784287908177
10445,1060,2507.9499,80,2,2,3,4,3,99,0.24395277464764714
10446,4460,3020.2459,37,1,4,3,2,3,7,2.268289748126587
10447,13482,2661.225,42,1,4,3,4,2,10,2.268289748126587
10448,239,844.0153,65,1,1,1,3,3,99,2.231784287908177
10449,9340,975.8277,53,2,1,3,2,4,99,2.231784287908177
10450,2696,2346.7491,41,2,3,3,4,3,1,0.25612126138711716
10451,13256,851.191,56,2,1,2,2,1,5,2.231784287908177
10452,12326,945.1845,72,2,1,2,2,1,8,2.231784287908177
10453,21882,938.683,61,1,1,1,1,1,12,2.231784287908177
10454,9406,4267.9938,39,2,3,3,2,3,1,0.25612126138711716
10455,4003,1067.3945,53,1,1,9,4,1,4,2.231784287908177
10456,19751,5384.8617,29,1,2,2,2,2,8,0.24395277464764714
10457,3442,2303.2552,60,2,2,2,2,4,8,0.24395277464764714
10458,9792,1297.2509,34,2,1,2,2,2,9,2.231784287908177
10459,17249,2164.6876,48,2,3,2,3,2,10,0.25612126138711716
10460,18364,2080.4834,61,1,2,3,2,4,6,0.24395277464764714
10461,14091,2346.7491,44,2,4,3,2,1,99,2.268289748126587
10462,13368,2402.4245,41,2,2,2,2,3,11,0.24395277464764714
10463,4952,1829.005,58,2,2,1,4,2,10,0.24395277464764714
10464,1967,1006.7486,39,1,4,2,1,2,98,2.268289748126587
10465,542,3398.236,49,2,4,1,1,2,12,2.268289748126587
10466,12452,1309.1914,76,2,2,2,4,3,98,0.24395277464764714
10467,15788,1875.3302,55,2,2,2,1,2,98,0.24395277464764714
10468,5797,2184.3943,65,1,2,3,2,3,7,0.24395277464764714
10469,12430,3863.4649,15,2,6,7,5,2,2,12.292626721605528
10470,16198,975.8277,51,2,1,2,3,5,5,2.231784287908177
10471,17239,3428.1226,34,1,4,1,1,1,12,2.268289748126587
10472,19222,2701.2598,39,2,3,2,1,3,6,0.25612126138711716
10473,21960,2346.7491,41,2,4,2,1,2,7,2.268289748126587
10474,18931,3020.2459,37,1,3,3,2,2,7,0.25612126138711716
10475,5998,913.0943,67,2,1,3,5,3,6,2.231784287908177
10476,3490,1991.1501,65,2,2,2,3,2,7,0.24395277464764714
10477,21514,1638.2957,65,1,3,1,5,2,98,0.25612126138711716
10478,16238,2391.8818,59,1,2,2,1,3,8,0.24395277464764714
10479,14818,2575.6433,17,2,3,7,5,3,1,0.25612126138711716
10480,15226,2751.9378,34,2,3,3,2,1,5,0.25612126138711716
10481,9803,3863.4649,16,2,5,7,5,1,1,6.280458234866058
10482,11428,1991.1501,67,2,2,2,4,3,7,0.24395277464764714
10483,10738,4530.9813,46,2,4,2,2,2,98,2.268289748126587
10484,21462,2812.9954,58,2,3,9,3,2,8,0.25612126138711716
10485,8503,3352.9931,80,1,2,2,3,3,99,0.24395277464764714
10486,11071,2751.9378,32,2,4,2,2,3,1,2.268289748126587
10487,334,1910.1209,69,1,2,2,5,4,6,0.24395277464764714
10488,8687,2096.8193,53,2,2,2,2,3,7,0.24395277464764714
10489,17450,2701.2598,36,2,4,3,2,1,1,2.268289748126587
10490,9503,938.683,63,1,1,1,3,2,11,2.231784287908177
10491,17151,5151.2865,19,2,6,2,5,3,1,12.292626721605528
10492,15716,2391.8818,58,1,2,2,5,2,9,0.24395277464764714
10493,725,2096.8193,54,2,2,2,4,2,8,0.24395277464764714
10494,19170,3398.236,48,2,3,1,1,2,12,0.25612126138711716
10495,19066,3247.6989,38,1,2,2,3,4,4,0.24395277464764714
10496,6447,6364.8022,18,1,5,2,4,2,2,6.280458234866058
10497,1903,937.6651,59,2,2,1,1,1,12,0.24395277464764714
10498,2275,2303.2552,64,2,2,2,2,2,99,0.24395277464764714
10499,15486,4299.8556,54,2,4,2,2,1,7,2.268289748126587
10500,297,1490.7942,80,2,1,3,3,2,4,2.231784287908177
10501,21177,2910.6643,45,1,3,2,2,2,8,0.25612126138711716
10502,19872,1067.3945,50,1,1,2,5,3,7,2.231784287908177
10503,19477,993.6164,80,1,1,2,1,3,7,2.231784287908177
10504,17466,1074.9639,51,2,2,2,2,2,6,0.24395277464764714
10505,21038,3818.8813,18,1,3,2,4,1,4,0.25612126138711716
10506,14358,5374.8195,52,2,5,2,4,1,1,6.280458234866058
10507,4576,2136.3175,46,2,4,2,4,1,11,2.268289748126587
10508,20554,888.2218,74,1,1,1,1,2,10,2.231784287908177
10509,1781,2080.4834,62,1,2,1,5,2,7,0.24395277464764714
10510,8623,3715.9728,58,1,3,2,2,3,9,0.25612126138711716
10511,9265,1875.3302,55,2,2,2,2,2,6,0.24395277464764714
10512,15409,2164.6876,48,2,3,1,1,2,3,0.25612126138711716
10513,14034,4530.9813,47,2,4,2,2,2,5,2.268289748126587
10514,2940,3020.2459,37,1,5,3,1,2,11,6.280458234866058
10515,17401,3398.236,48,2,3,3,4,3,5,0.25612126138711716
10516,9268,945.1845,74,2,1,3,4,2,7,2.231784287908177
10517,13186,3863.4649,17,2,3,7,5,2,1,0.25612126138711716
10518,9657,3428.1226,33,1,4,2,3,4,9,2.268289748126587
10519,2770,1646.1536,67,2,3,3,1,4,8,0.25612126138711716
10520,10212,1045.4213,61,2,1,2,5,3,6,2.231784287908177
10521,6591,1223.1243,42,1,1,3,1,3,12,2.231784287908177
10522,8251,1040.2949,79,1,1,1,2,1,10,2.231784287908177
10523,2563,975.8277,50,2,1,4,3,2,8,2.231784287908177
10524,8635,1028.2804,47,2,1,1,2,1,10,2.231784287908177
10525,12342,3863.4649,18,2,3,2,4,3,2,0.25612126138711716
10526,2118,1045.4213,62,2,1,3,2,4,99,2.231784287908177
10527,1008,975.8277,50,2,1,2,9,4,99,2.231784287908177
10528,20039,1991.1501,65,2,2,1,1,2,6,0.24395277464764714
10529,10205,4954.6304,57,1,4,2,1,1,9,2.268289748126587
10530,12655,2303.2552,64,2,2,2,2,2,4,0.24395277464764714
10531,20365,1829.005,59,2,2,2,1,1,12,0.24395277464764714
10532,11582,1079.1813,59,1,1,1,2,3,10,2.231784287908177
10533,21016,2661.225,43,1,3,1,4,3,10,0.25612126138711716
10534,8602,938.683,62,1,1,2,3,5,98,2.231784287908177
10535,19266,1351.9389999999999,48,1,1,4,5,5,4,2.231784287908177
10536,7631,3121.423,35,1,2,1,4,2,98,0.24395277464764714
10537,18641,2346.7491,41,2,3,2,1,1,1,0.25612126138711716
10538,20937,2817.2261,30,2,2,1,1,1,7,0.24395277464764714
10539,16593,157.3675,51,2,1,3,2,3,7,2.231784287908177
10540,4916,399.2672,58,2,2,3,2,1,6,0.24395277464764714
10541,17786,369.3262,68,1,2,3,4,3,8,0.24395277464764714
10542,175,377.7104,37,2,3,2,2,1,98,0.25612126138711716
10543,14882,599.4429,38,2,5,2,2,2,3,6.280458234866058
10544,5334,387.2812,79,1,1,2,5,5,5,2.231784287908177
10545,15367,437.7704,55,1,2,2,2,4,6,0.24395277464764714
10546,18553,636.3197,45,2,3,2,2,4,7,0.25612126138711716
10547,12020,437.7704,58,1,2,1,1,3,11,0.24395277464764714
10548,804,332.8525,51,2,3,1,1,3,11,0.25612126138711716
10549,5261,344.5197,28,2,2,2,4,4,6,0.24395277464764714
10550,18914,457.6006,48,1,2,3,2,2,8,0.24395277464764714
10551,3967,467.7849,24,2,2,2,1,1,10,0.24395277464764714
10552,12804,205.1336,58,2,2,2,1,2,7,0.24395277464764714
10553,16470,369.3262,68,1,2,2,5,4,98,0.24395277464764714
10554,10466,188.1289,77,2,1,2,2,2,7,2.231784287908177
10555,10369,574.2202,17,1,3,7,5,2,1,0.25612126138711716
10556,18841,1016.1354,36,1,3,2,2,2,12,0.25612126138711716
10557,14947,651.2481,28,2,4,2,3,1,4,2.268289748126587
10558,21867,463.8403,31,2,4,2,4,2,7,2.268289748126587
10559,11506,204.6261,47,1,1,2,2,3,12,2.231784287908177
10560,21196,399.2672,56,2,2,2,2,2,4,0.24395277464764714
10561,13141,188.8552,38,2,6,3,2,4,98,12.292626721605528
10562,1183,340.3658,53,2,2,2,2,4,1,0.24395277464764714
10563,11849,1002.9141,48,2,3,2,2,2,5,0.25612126138711716
10564,20240,712.8812,20,1,3,1,3,2,2,0.25612126138711716
10565,18454,340.3658,50,2,2,2,4,3,5,0.24395277464764714
10566,19935,503.1934,69,2,2,2,1,4,4,0.24395277464764714
10567,13913,988.7204,28,1,3,2,2,1,6,0.25612126138711716
10568,6566,188.8552,39,2,4,3,2,3,7,2.268289748126587
10569,5136,788.6894,17,2,4,7,5,1,2,2.268289748126587
10570,6494,484.4873,44,1,2,2,2,2,9,0.24395277464764714
10571,8598,699.4859,52,2,4,3,2,2,4,2.268289748126587
10572,9181,1425.8667,48,1,6,1,2,4,98,12.292626721605528
10573,2411,157.3675,52,2,1,2,5,3,4,2.231784287908177
10574,2401,340.3658,50,2,2,1,2,3,10,0.24395277464764714
10575,1494,988.7204,28,1,3,2,1,2,9,0.25612126138711716
10576,12724,474.0577,60,1,2,2,5,2,8,0.24395277464764714
10577,691,399.2672,59,2,2,2,4,4,1,0.24395277464764714
10578,22289,1378.0788,25,2,4,1,1,2,7,2.268289748126587
10579,10983,682.0383,55,1,3,2,5,2,7,0.25612126138711716
10580,2076,599.4429,39,2,4,2,5,5,4,2.268289748126587
10581,15538,377.7104,39,2,3,1,1,1,10,0.25612126138711716
10582,14456,399.2672,55,2,2,2,4,2,6,0.24395277464764714
10583,9924,1051.5859,16,2,4,7,5,1,1,2.268289748126587
10584,6594,468.9412,53,1,2,2,2,1,12,0.24395277464764714
10585,21758,503.1934,66,2,2,2,5,3,98,0.24395277464764714
10586,13485,553.9893,69,1,3,2,1,2,8,0.25612126138711716
10587,16733,451.1265,28,1,1,3,2,1,8,2.231784287908177
10588,19095,188.1289,78,2,1,2,5,3,5,2.231784287908177
10589,10491,437.7704,55,1,2,1,2,3,11,0.24395277464764714
10590,676,420.1119,60,2,2,2,4,4,1,0.24395277464764714
10591,18049,530.6104,71,1,2,2,5,3,4,0.24395277464764714
10592,5130,369.3262,66,1,2,2,5,2,99,0.24395277464764714
10593,4735,459.3302,71,1,2,2,2,2,5,0.24395277464764714
10594,2817,228.9474,67,2,1,2,5,2,5,2.231784287908177
10595,8893,399.2672,57,2,2,1,5,2,6,0.24395277464764714
10596,18675,303.2791,80,2,1,3,5,2,3,2.231784287908177
10597,836,410.2671,58,2,2,1,5,2,6,0.24395277464764714
10598,3951,615.4007,57,2,3,2,2,2,3,0.25612126138711716
10599,7761,558.8309,31,1,3,2,2,2,10,0.25612126138711716
10600,16514,399.2672,57,2,2,2,2,2,1,0.24395277464764714
10601,17067,319.7123,67,1,2,2,3,2,10,0.24395277464764714
10602,899,885.8804,80,1,2,1,5,2,9,0.24395277464764714
10603,6316,885.8804,80,1,2,2,5,1,7,0.24395277464764714
10604,5479,474.0577,61,1,2,2,5,3,6,0.24395277464764714
10605,4229,195.7586,57,1,1,4,2,5,3,2.231784287908177
10606,19673,689.1729,75,2,3,2,3,4,6,0.25612126138711716
10607,14498,399.2672,58,2,2,1,4,1,10,0.24395277464764714
10608,7501,682.0383,58,1,3,2,1,2,9,0.25612126138711716
10609,11644,399.6286,38,2,3,2,2,1,10,0.25612126138711716
10610,9720,157.3675,54,2,1,3,2,3,7,2.231784287908177
10611,14951,547.1981,44,2,3,3,5,3,3,0.25612126138711716
10612,8473,344.7909,44,2,4,2,1,2,10,2.268289748126587
10613,6756,184.6004,59,2,1,9,5,3,5,2.231784287908177
10614,8856,863.3721,60,2,4,1,5,5,1,2.268289748126587
10615,6517,649.0725,35,1,2,2,3,1,98,0.24395277464764714
10616,5431,399.2672,59,2,2,2,3,2,6,0.24395277464764714
10617,4425,1033.5591,28,2,4,2,5,3,3,2.268289748126587
10618,8364,599.4429,38,2,4,3,4,2,99,2.268289748126587
10619,831,712.8812,21,1,3,2,3,1,5,0.25612126138711716
10620,5562,474.0577,62,1,2,2,4,2,7,0.24395277464764714
10621,16273,547.1981,44,2,3,2,2,2,10,0.25612126138711716
10622,4813,200.8058,73,1,1,3,4,4,4,2.231784287908177
10623,4403,738.5733,62,1,3,3,5,5,4,0.25612126138711716
10624,3463,712.8812,24,1,3,1,4,2,2,0.25612126138711716
10625,20075,468.9412,50,1,2,2,5,2,9,0.24395277464764714
10626,5571,650.683,45,2,2,1,4,2,6,0.24395277464764714
10627,4632,303.2791,80,2,1,3,5,5,2,2.231784287908177
10628,3541,194.2379,63,2,1,3,5,3,98,2.231784287908177
10629,8232,712.8812,21,1,3,3,2,2,6,0.25612126138711716
10630,3640,415.5532,23,1,2,2,1,1,9,0.24395277464764714
10631,21652,443.42800000000005,46,1,4,2,2,3,5,2.268289748126587
10632,9724,443.42800000000005,46,1,3,2,2,2,8,0.25612126138711716
10633,7576,228.9474,68,2,1,4,2,1,7,2.231784287908177
10634,12057,729.5975,41,2,5,2,4,3,7,6.280458234866058
10635,1247,457.6006,47,1,2,1,2,1,12,0.24395277464764714
10636,15162,199.8143,37,2,2,2,2,1,8,0.24395277464764714
10637,8362,668.0587,26,2,2,2,2,2,7,0.24395277464764714
10638,11314,651.2481,29,2,3,2,2,2,5,0.25612126138711716
10639,9230,399.2672,56,2,2,2,4,2,9,0.24395277464764714
10640,10345,615.4007,58,2,3,2,2,2,1,0.25612126138711716
10641,8058,758.4741,42,1,3,2,2,2,9,0.25612126138711716
10642,6661,467.5314,42,1,4,1,2,2,7,2.268289748126587
10643,5930,329.1301,22,1,3,2,4,3,6,0.25612126138711716
10644,1877,177.4097,70,2,2,2,5,1,98,0.24395277464764714
10645,8255,234.2905,57,1,2,2,3,2,6,0.24395277464764714
10646,20479,158.9868,66,1,3,2,5,3,6,0.25612126138711716
10647,2346,226.3814,62,1,3,2,1,3,12,0.25612126138711716
10648,5337,320.3629,38,1,4,2,2,2,8,2.268289748126587
10649,13915,133.6716,40,2,2,1,1,2,10,0.24395277464764714
10650,6264,59.9066,69,1,1,2,3,2,6,2.231784287908177
10651,21107,145.94899999999998,32,1,1,1,1,3,11,2.231784287908177
10652,11778,172.5537,48,1,3,2,3,2,8,0.25612126138711716
10653,3123,160.6287,29,2,2,1,1,2,7,0.24395277464764714
10654,6436,213.218,30,2,5,2,1,2,9,6.280458234866058
10655,9060,218.8156,33,2,2,1,1,1,11,0.24395277464764714
10656,4708,549.6673,23,2,5,3,3,4,98,6.280458234866058
10657,20836,214.3038,57,2,2,3,5,3,6,0.24395277464764714
10658,16758,61.0031,44,2,1,3,2,1,99,2.231784287908177
10659,54,145.94899999999998,30,1,1,4,4,4,98,2.231784287908177
10660,5463,201.1644,75,2,2,2,5,2,3,0.24395277464764714
10661,799,329.8004,23,2,4,2,2,3,6,2.268289748126587
10662,16516,206.9091,41,2,5,2,1,2,2,6.280458234866058
10663,5778,439.7338,20,2,5,3,2,2,3,6.280458234866058
10664,16319,83.4709,39,2,3,3,3,3,9,0.25612126138711716
10665,10946,345.2016,49,2,5,2,1,2,11,6.280458234866058
10666,19112,157.6381,36,2,3,2,2,2,8,0.25612126138711716
10667,3684,80.5855,73,2,1,3,2,2,5,2.231784287908177
10668,14943,180.7343,75,2,2,2,2,5,5,0.24395277464764714
10669,13715,460.1432,48,1,4,2,2,2,9,2.268289748126587
10670,6833,104.5712,58,1,1,1,2,4,11,2.231784287908177
10671,15771,565.8037,16,1,5,7,5,2,5,6.280458234866058
10672,4521,214.3038,55,2,2,2,4,2,7,0.24395277464764714
10673,1551,166.7464,63,2,2,2,1,2,8,0.24395277464764714
10674,19572,65.0283,54,2,1,3,4,2,6,2.231784287908177
10675,19784,104.204,80,2,1,3,2,4,98,2.231784287908177
10676,1089,394.92800000000005,73,2,5,2,2,3,99,6.280458234866058
10677,5841,161.7766,36,2,2,2,3,2,7,0.24395277464764714
10678,9214,80.5855,74,2,1,3,2,3,4,2.231784287908177
10679,14145,167.8966,49,2,2,2,4,2,5,0.24395277464764714
10680,12743,180.7343,75,2,2,2,4,3,4,0.24395277464764714
10681,4872,333.4927,62,2,4,2,2,3,98,2.268289748126587
10682,7329,140.843,53,2,2,2,4,2,99,0.24395277464764714
10683,21414,145.2183,61,1,2,1,2,1,8,0.24395277464764714
10684,13783,345.1074,47,1,3,2,2,2,10,0.25612126138711716
10685,14211,105.4806,29,1,1,2,2,3,9,2.231784287908177
10686,11257,320.3629,39,1,4,2,3,1,12,2.268289748126587
10687,1807,345.1074,49,1,3,1,5,2,5,0.25612126138711716
10688,8913,486.9819,57,1,4,2,1,3,98,2.268289748126587
10689,566,329.8004,21,2,3,1,2,2,1,0.25612126138711716
10690,13282,330.4623,55,2,3,2,1,1,11,0.25612126138711716
10691,17285,162.2017,62,2,2,2,4,2,5,0.24395277464764714
10692,12842,460.1432,47,1,4,9,1,1,9,2.268289748126587
10693,6761,77.5192,49,2,1,4,4,3,98,2.231784287908177
10694,10448,217.1838,53,2,3,3,2,4,3,0.25612126138711716
10695,12312,64.8155,63,1,1,3,2,4,10,2.231784287908177
10696,7770,137.3408,66,1,2,2,5,4,7,0.24395277464764714
10697,4342,280.1998,52,1,2,2,2,2,98,0.24395277464764714
10698,15206,145.2183,64,1,2,2,2,4,9,0.24395277464764714
10699,18874,64.8155,62,1,1,2,4,2,8,2.231784287908177
10700,12008,167.8966,49,2,2,2,1,3,9,0.24395277464764714
10701,1392,62.5497,76,1,1,2,5,5,98,2.231784287908177
10702,5729,162.2017,61,2,2,2,1,1,11,0.24395277464764714
10703,17167,104.204,80,2,1,2,3,2,4,2.231784287908177
10704,11433,137.3408,66,1,2,2,2,2,8,0.24395277464764714
10705,1655,140.843,53,2,2,1,2,2,98,0.24395277464764714
10706,4582,145.2183,62,1,2,2,2,3,8,0.24395277464764714
10707,5399,158.9868,66,1,2,2,5,4,7,0.24395277464764714
10708,12769,172.173,66,2,2,2,4,2,98,0.24395277464764714
10709,11353,219.8669,19,2,2,2,4,2,2,0.24395277464764714
10710,16740,258.9012,48,2,3,2,4,5,2,0.25612126138711716
10711,10426,248.6358,28,2,3,1,3,1,2,0.25612126138711716
10712,3385,59.9066,67,1,1,2,5,4,4,2.231784287908177
10713,21848,320.3629,36,1,3,2,4,3,8,0.25612126138711716
10714,916,157.6381,38,2,3,2,1,2,9,0.25612126138711716
10715,1416,109.9335,24,2,2,1,8,8,98,0.24395277464764714
10716,18123,98.9457,57,2,1,2,2,3,7,2.231784287908177
10717,21388,162.2017,60,2,2,9,2,3,7,0.24395277464764714
10718,3831,133.6716,43,2,2,2,1,4,9,0.24395277464764714
10719,10598,162.6494,80,1,2,3,2,3,5,0.24395277464764714
10720,6851,271.3835,54,1,4,3,2,1,5,2.268289748126587
10721,21365,162.2017,61,2,2,4,2,5,3,0.24395277464764714
10722,1264,166.7464,62,2,2,3,1,2,8,0.24395277464764714
10723,15275,70.9459,80,1,1,1,5,4,4,2.231784287908177
10724,17389,145.2183,64,1,2,3,5,2,98,0.24395277464764714
10725,5088,282.4262,80,1,3,2,5,4,99,0.25612126138711716
10726,21337,329.8004,21,2,3,2,3,4,5,0.25612126138711716
10727,10168,65.0283,54,2,1,3,5,4,6,2.231784287908177
10728,18766,280.1998,50,1,2,2,5,3,7,0.24395277464764714
10729,4897,234.2905,55,1,2,1,1,4,98,0.24395277464764714
10730,1316,145.2183,64,1,2,2,5,1,6,0.24395277464764714
10731,16637,258.9012,47,2,3,3,5,3,98,0.25612126138711716
10732,21393,172.173,66,2,2,2,5,3,98,0.24395277464764714
10733,12,83.4709,36,2,3,2,5,4,5,0.25612126138711716
10734,17245,137.3408,66,1,2,2,2,2,9,0.24395277464764714
10735,14489,362.3029,42,1,6,2,3,2,9,12.292626721605528
10736,3325,166.7464,62,2,2,2,3,3,5,0.24395277464764714
10737,10609,130.252,41,2,5,2,1,2,7,6.280458234866058
10738,3513,130.252,40,2,5,2,1,2,11,6.280458234866058
10739,8220,167.8966,46,2,2,2,2,3,6,0.24395277464764714
10740,3800,78.2068,69,2,1,3,5,3,4,2.231784287908177
10741,5903,177.4097,70,2,2,2,4,2,98,0.24395277464764714
10742,6673,329.8004,20,2,3,2,3,2,2,0.25612126138711716
10743,18703,64.8155,63,1,1,3,4,3,7,2.231784287908177
10744,16540,104.204,80,2,1,3,2,1,6,2.231784287908177
10745,1391,180.7343,78,2,2,2,1,2,98,0.24395277464764714
10746,6889,234.2905,55,1,2,3,5,5,6,0.24395277464764714
10747,13467,377.2025,24,1,2,1,1,2,8,0.24395277464764714
10748,17257,112.9009,32,2,2,3,2,2,7,0.24395277464764714
10749,15689,332.1672,37,1,2,3,2,3,6,0.24395277464764714
10750,20653,219.8669,15,2,4,7,5,3,2,2.268289748126587
10751,17613,104.204,80,2,1,2,5,4,98,2.231784287908177
10752,5526,104.5712,58,1,1,3,4,3,6,2.231784287908177
10753,17018,98.9457,59,2,1,3,2,2,8,2.231784287908177
10754,7462,231.5335,26,1,4,3,4,4,6,2.268289748126587
10755,19738,158.9868,69,1,2,1,2,1,6,0.24395277464764714
10756,21970,81.1009,62,2,2,2,1,2,10,0.24395277464764714
10757,8366,162.6494,80,1,2,3,9,2,98,0.24395277464764714
10758,4741,520.3497,38,1,4,2,4,2,11,2.268289748126587
10759,2298,549.6673,21,2,5,2,4,4,4,6.280458234866058
10760,16321,145.94899999999998,39,1,1,2,2,1,7,2.231784287908177
10761,1591,338.7298,70,2,1,2,1,3,6,2.231784287908177
10762,7881,1212.651,33,2,2,1,3,2,6,0.24395277464764714
10763,5924,312.7204,61,2,1,2,2,1,7,2.231784287908177
10764,2859,1242.7596,34,2,3,3,2,3,6,0.25612126138711716
10765,15011,1026.7756,42,1,2,2,1,2,10,0.24395277464764714
10766,2565,312.7204,63,2,1,2,2,3,7,2.231784287908177
10767,22034,1188.5267,34,2,5,3,2,8,98,6.280458234866058
10768,10638,367.0192,63,1,1,2,1,1,8,2.231784287908177
10769,13798,928.0095,67,1,2,2,1,2,12,0.24395277464764714
10770,10582,2001.215,23,1,3,3,3,2,6,0.25612126138711716
10771,19220,2407.8394,38,2,6,1,1,3,9,12.292626721605528
10772,5504,1157.3923,29,2,2,2,1,3,9,0.24395277464764714
10773,12645,666.7526,57,1,2,2,4,3,7,0.24395277464764714
10774,10569,401.3066,35,2,3,2,4,2,7,0.25612126138711716
10775,14958,1017.8647,70,1,2,3,5,3,6,0.24395277464764714
10776,2285,800.6610000000001,46,1,2,3,5,4,4,0.24395277464764714
10777,8328,666.7526,59,1,2,2,2,1,8,0.24395277464764714
10778,21859,1217.8624,38,1,4,3,1,2,10,2.268289748126587
10779,16880,664.8373,61,2,2,2,2,2,8,0.24395277464764714
10780,5210,558.4846,67,2,2,2,5,2,5,0.24395277464764714
10781,12734,400.0197,75,2,1,2,4,2,7,2.231784287908177
10782,6313,558.4846,68,2,2,1,1,2,7,0.24395277464764714
10783,20386,1732.2339,54,1,5,2,1,2,11,6.280458234866058
10784,33,396.631,50,2,1,4,2,3,6,2.231784287908177
10785,6251,1030.9636,57,1,3,2,5,1,3,0.25612126138711716
10786,21273,781.7878,62,1,3,1,3,3,6,0.25612126138711716
10787,4551,3000.764,28,1,4,4,2,2,3,2.268289748126587
10788,15856,305.2823,58,1,1,2,4,2,7,2.231784287908177
10789,11198,666.7526,59,1,2,1,1,1,11,0.24395277464764714
10790,7387,666.7526,57,1,2,2,1,2,11,0.24395277464764714
10791,22002,367.0192,63,1,1,2,2,1,9,2.231784287908177
10792,8736,2084.4615,76,1,4,1,1,2,10,2.268289748126587
10793,9514,690.445,58,2,2,4,5,3,4,0.24395277464764714
10794,2600,801.5893,63,1,2,3,5,3,98,0.24395277464764714
10795,14683,690.445,55,2,2,3,4,4,6,0.24395277464764714
10796,3261,458.1512,16,2,4,7,5,3,99,2.268289748126587
10797,6350,1239.4543,63,1,3,2,3,3,98,0.25612126138711716
10798,21166,379.9377,43,2,1,2,4,2,8,2.231784287908177
10799,18784,558.4846,65,2,2,3,1,4,5,0.24395277464764714
10800,5543,783.168,38,2,2,2,2,2,7,0.24395277464764714
10801,14321,666.7526,55,1,2,2,4,4,1,0.24395277464764714
10802,15660,338.7298,71,2,1,2,5,4,6,2.231784287908177
10803,11500,1374.4536,16,2,4,7,5,1,2,2.268289748126587
10804,2558,1374.6181,55,1,6,2,1,1,9,12.292626721605528
10805,17435,469.0647,80,2,1,4,4,3,4,2.231784287908177
10806,7962,607.4767,66,2,2,2,5,1,3,0.24395277464764714
10807,14298,861.5101,50,2,2,3,2,1,10,0.24395277464764714
10808,3995,607.4767,66,2,2,8,5,4,2,0.24395277464764714
10809,3878,928.0095,68,1,2,2,5,3,8,0.24395277464764714
10810,22093,1832.6048,16,2,4,7,5,3,1,2.268289748126587
10811,14584,2668.2867,24,1,6,3,2,2,5,12.292626721605528
10812,8081,927.0673,78,1,2,9,3,2,7,0.24395277464764714
10813,6112,1744.1239,16,1,4,7,5,2,1,2.268289748126587
10814,21793,558.4846,69,2,2,9,5,3,3,0.24395277464764714
10815,8361,371.2173,66,1,1,3,1,5,9,2.231784287908177
10816,18906,396.631,54,2,1,2,2,2,6,2.231784287908177
10817,14434,801.5893,62,1,2,4,5,5,3,0.24395277464764714
10818,10362,666.7526,58,1,2,3,5,2,4,0.24395277464764714
10819,19900,312.7204,63,2,1,3,2,2,4,2.231784287908177
10820,3434,1217.8624,36,1,4,2,2,1,11,2.268289748126587
10821,18372,545.3345,62,1,4,1,3,3,9,2.268289748126587
10822,7813,1120.2834,53,1,2,1,5,4,10,0.24395277464764714
